Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31
Cash and cash equivalents,358000000.0,91000000.0,1029000000.0,615000000.0,562000000.0,287000000.0,201000000.0,201000000.0,681000000.0,681000000.0,1088000000.0,1353000000.0
Short-term investments,303000000.0,000000.0,467000000.0,000000.0,489000000.0,000000.0,15000000.0,15000000.0,199000000.0,199000000.0,0.0,67000000.0
Cash and short-term investments,661000000.0,000000.0,1496000000.0,000000.0,1051000000.0,000000.0,216000000.0,15000000.0,880000000.0,199000000.0,1088000000.0,1420000000.0
Receivables,0.0,233000000.0,0.0,242000000.0,0.0,223000000.0,0.0,247000000.0,0.0,235000000.0,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,1082000000.0,27777000000.0,1763000000.0,27466000000.0,1029000000.0,26335000000.0,691000000.0,29107000000.0,2344000000.0,28863000000.0,2494000000.0,2211000000.0
Property Plant & Equipment Net,2469000000.0,1338000000.0,2541000000.0,1347000000.0,2352000000.0,1333000000.0,1879000000.0,1879000000.0,1756000000.0,1756000000.0,1808000000.0,207000000.0
Goodwill and Intangible Assets,24101000000.0,24723000000,24514000000.0,24750000000,15417000000.0,24693000000,15442000000.0,25115000000,15441000000.0,25114000000,15565000000.0,120000000.0
Long-term investments,967000000.0,1596000000.0,1114000000.0,1252000000.0,1309000000.0,164000000.0,533000000.0,1648000000.0,816000000.0,1667000000.0,1324000000.0,1392000000.0
Tax assets,1814000000.0,000000.0,1718000000.0,000000.0,2350000000.0,000000.0,2698000000.0,000000.0,931000000.0,931000000.0,916000000.0,13000000.0
Total non-current assets,39746000000.0,14893000000.0,40233000000.0,14086000000.0,30348000000.0,14292000000.0,29107000000.0,16052000000.0,28863000000.0,17159000000.0,32048000000.0,6114000000.0
Total assets,40828000000.0,28292000000.0,41996000000.0,28530000000.0,31377000000.0,27051000000.0,29798000000.0,29798000000.0,31207000000.0,31207000000.0,34542000000.0,8325000000.0
Payables,1116000000.0,854000000.0,1250000000.0,934000000.0,985000000.0,828000000.0,758000000.0,758000000.0,712000000.0,712000000.0,670000000.0,10000000.0
Short-term debt,17000000.0,3000000.0,768000000.0,755000000.0,5000000.0,5000000.0,255000000.0,255000000.0,257000000.0,257000000.0,777000000.0,4000000.0
Total current liabilities,3244000000.0,2800000000.0,3979000000.0,3583000000.0,2872000000.0,2674000000.0,2813000000.0,2813000000.0,2650000000.0,2650000000.0,3172000000.0,385000000.0
Long-term debt,13371000000.0,7855000000.0,13186000000.0,6741000000.0,8013000000.0,6102000000.0,6626000000.0,6626000000.0,5595000000.0,5595000000.0,4778000000.0,536000000.0
Total debt,13388000000.0,7855000000.0,13954000000.0,6741000000.0,8018000000.0,6102000000.0,6881000000.0,6626000000.0,5852000000.0,5595000000.0,5555000000.0,540000000.0
Deferred revenue,2079000000.0,1932000000.0,1941000000.0,1882000000.0,1877000000.0,1833000000.0,1797000000.0,1797000000.0,1641000000.0,1641000000.0,1575000000.0,49000000.0
Tax Liabilities,387000000.0,1673000000.0,365000000.0,1447000000.0,304000000.0,1967000000.0,254000000.0,1667000000.0,2000000.0,2438000000.0,30000000.0,29000000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,15886000000.0,14893000000.0,15443000000.0,14086000000.0,10789000000.0,14292000000.0,8854000000.0,16052000000.0,8381000000.0,17159000000.0,7488000000.0,1508000000.0
Total liabilities,24233000000.0,17693000000.0,25053000000.0,17669000000.0,19621000000.0,16966000000.0,18865000000.0,18865000000.0,19809000000.0,19809000000.0,20461000000.0,1885000000.0
Other comprehensive income,2988000000,10599000000.0,3896000000,10861000000.0,90000000,10085000000.0,2000000,-51000000.0,2000000,-21000000.0,2218000000,3348000000
Retained earnings (deficit),13644000000.0,000000.0,13081000000.0,000000.0,11727000000.0,000000.0,10981000000.0,10981000000.0,11416000000.0,11416000000.0,11859000000.0,3079000000.0
Total shareholders equity,16595000000.0,10599000000.0,16943000000.0,10861000000.0,11756000000.0,10085000000.0,10933000000.0,10933000000.0,11398000000.0,11398000000.0,14081000000.0,6440000000.0
Investments,1270000000.0,1596000000.0,1581000000.0,1252000000.0,1798000000.0,164000000.0,548000000.0,1648000000.0,1015000000.0,1667000000.0,1324000000.0,1459000000.0
Net Debt,13030000000.0,7767000000,12925000000.0,6881000000,7456000000.0,5820000000,6680000000.0,6680000000,5171000000.0,5171000000,4467000000.0,-813000000.0
Other Assets,0.0,311000000,0.0,324000000,0.0,351000000,0.0,693000000,0.0,624000000,0.0,0.0
Other Liabilities,5103000000.0,268000000,5631000000.0,295000000,5960000000.0,286000000,7198000000.0,564000000,8778000000.0,388000000,9801000000.0,-8000000.0
