Date,2000-12,1999-12,1998-12,1997-12,1996-12
Depreciation & Amortization,5000000.0,9000000.0,6000000.0,000000.0,000000.0
Stock-based compensation,,,,,
Operating Cash Flow,-75000000.0,-71000000.0,-47000000.0,000000.0,000000.0
Capital Expenditure,-10000000.0,-13000000.0,-13000000.0,000000.0,000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,17000000,3000000,-18000000,0,0
Investing Cash flow,8000000.0,-10000000.0,-24000000.0,000000.0,000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,28000000.0,4000000.0,92000000.0,000000.0,000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-39000000.0,-77000000.0,21000000.0,000000.0,000000.0
Free Cash Flow,-85000000.0,-84000000.0,-60000000.0,000000.0,000000.0
Net Cash/Marketcap,,,,,
