Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,91700000.0,107765000.0,56279000.0,56338000.0
Short-term investments,12606000.0,12798000.0,0.0,0.0
Cash and short-term investments,104306000.0,120563000.0,56279000.0,56338000.0
Receivables,10268000.0,7105000.0,249000.0,2309000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,114574000.0,127668000.0,1424569000.0,721167000.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,3247307000.0,2371462000.0,,
Total assets,3361881000.0,2499130000.0,1495607000.0,722744000.0
Payables,0.0,0.0,21460000.0,8287000.0
Short-term debt,268100000.0,121314000.0,859165000.0,0.0
Total current liabilities,268610000.0,121511000.0,881020000.0,68298000.0
Long-term debt,268100000.0,121314000.0,186000000.0,0.0
Total debt,536200000.0,242628000.0,1044799000.0,226611000.0
Deferred revenue,510000.0,197000.0,143000.0,155000.0
Tax Liabilities,0.0,0.0,0.0,70000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,268100000.0,121314000.0,,
Total liabilities,2534350000.0,1670509000.0,1067616000.0,235802000.0
Other comprehensive income,827479000,828189000,-112000.0,0.0
Retained earnings (deficit),-192000.0,0.0,35495000.0,138000.0
Total shareholders equity,827531000.0,828621000.0,427991000.0,486942000.0
Investments,12606000.0,12798000.0,1425229000.0,660953000.0
Net Debt,444500000.0,134863000.0,,
Other Assets,0.0,0.0,,
Other Liabilities,1997640000.0,1427684000.0,395000.0,60011000.0
