Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,17769000.0,16629000.0,10089000.0,13462000.0,4178000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,17769000.0,16629000.0,10089000.0,13462000.0,4178000.0
Receivables,48652000.0,37928000.0,30958000.0,21224000.0,1742000.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,68392000.0,56981000.0,43100000.0,37617000.0,6259000.0
Property Plant & Equipment Net,1380000.0,1778000.0,1350000.0,1062000.0,1502000.0
Goodwill and Intangible Assets,221603000.0,255963000.0,264787000.0,249198000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,12337000.0,14653000.0,28109000.0,0.0,74000.0
Total non-current assets,224877000.0,260018000.0,268811000.0,251575000.0,3783000.0
Total assets,293269000.0,316999000.0,311911000.0,289192000.0,10042000.0
Payables,7855000.0,11585000.0,14725000.0,8863000.0,1231000.0
Short-term debt,3500000.0,2750000.0,4135000.0,2250000.0,65000.0
Total current liabilities,33365000.0,32779000.0,26159000.0,21056000.0,2569000.0
Long-term debt,51972000.0,10837000.0,10748000.0,48668000.0,0.0
Total debt,55472000.0,13587000.0,14883000.0,50918000.0,65000.0
Deferred revenue,444000.0,298000.0,318000.0,783000.0,70000.0
Tax Liabilities,1480000.0,1134000.0,1668000.0,0.0,72000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,52784000.0,25490000.0,38857000.0,62241000.0,74000.0
Total liabilities,86103000.0,92992000.0,82262000.0,83297000.0,2569000.0
Other comprehensive income,392497000,391443999.9995,343853000,291032000,146214000
Retained earnings (deficit),-185369000.0,-167437000.0,-114231000.0,-85145000.0,-134388000.0
Total shareholders equity,207166000.0,224007000.0,229649000.0,205895000.0,7473000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,37703000.0,-3042000.0,4794000.0,37456000.0,-4113000.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,34723000.0,17246000.0,0.0,0.0
