Date,2018-12-29,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,28202000.0,20769000.0,11670000.0,7531000.0
Stock-based compensation,13247000.0,13393000.0,116648000.0,-11000.0
Operating Cash Flow,176068000.0,147751000.0,28911000.0,8625000.0
Capital Expenditure,20860000.0,-42197000.0,-35588000.0,-8856000.0
Acquisitions and disposals,-0.0,-2867000.0,4950000.0,0.0
Investment purchases and sales,-2000000.0,1416000.0,-538000.0,0.0
Investing Cash flow,-31722000.0,-38722000.0,-55884000.0,-10902000.0
Issuance (repayment) of debt,-151788000.0,-65550000.0,485549000.0,33043000.0
Issuance (buybacks) of shares,36083000.0,99000.0,-1149000.0,254000.0
Dividend payments,-2523000.0,-2811000.0,-453908000.0,0.0
Financing Cash Flow,-117990000.0,-72237000.0,8011000.0,33643000.0
Effect of forex changes on cash,45000.0,-1000.0,0.0,0.0
Net cash flow / Change in cash,26401000.0,32359000.0,-18962000.0,31366000.0
Free Cash Flow,155208000.0,105554000.0,-6677000.0,-231000.0
Net Cash/Marketcap,0.0,-0.2361,-0.2361,-0.2361
