Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,8967000.0,8364000.0,8963000.0,8527000.0
Stock-based compensation,,,,
Operating Cash Flow,87178000.0,75822000.0,79989000.0,85335000.0
Capital Expenditure,-11503000.0,-12111000.0,-7076000.0,-7918000.0
Acquisitions and disposals,,,,
Investment purchases and sales,,,,
Investing Cash flow,-42259000.0,-20202000.0,-69969000.0,-31226000.0
Issuance (repayment) of debt,,,,
Issuance (buybacks) of shares,,,,
Dividend payments,,,,
Financing Cash Flow,-4346000.0,-1454000.0,-4993000.0,-8244000.0
Effect of forex changes on cash,-890000.0,-2101000.0,-1093000.0,1977000.0
Net cash flow / Change in cash,39683000.0,52065000.0,3934000.0,47842000.0
Free Cash Flow,,,,
Net Cash/Marketcap,0.0033,0.0033,0.0033,0.0033
