Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,209822000.0,70381000.0,117812000.0,20849000.0,4168000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,209822000.0,70381000.0,117812000.0,20849000.0,4168000.0
Receivables,0.0,0.0,0.0,0.0,70000.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,212407000.0,72877000.0,119502000.0,20186000.0,4447000.0
Property Plant & Equipment Net,5165000.0,5606000.0,5537000.0,2143000.0,2163000.0
Goodwill and Intangible Assets,314000.0,380000.0,445000.0,510000.0,576000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,6813000.0,7320000.0,7316000.0,4156000.0,2868000.0
Total assets,219220000.0,80197000.0,126818000.0,24342000.0,7315000.0
Payables,3245000.0,4348000.0,3252000.0,1319000.0,563000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,10201000.0,8614000.0,6737000.0,6938000.0,2805000.0
Long-term debt,1880000.0,2359000.0,2800000.0,0.0,0.0
Total debt,1880000.0,2359000.0,2800000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,1862000.0,2745000.0
Tax Liabilities,0.0,0.0,0.0,77000.0,96000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3781000.0,4758000.0,5659000.0,928000.0,1240000.0
Total liabilities,12102000.0,11013000.0,9596000.0,7866000.0,4045000.0
Other comprehensive income,395276000,192375000,185963000,0.0,0.0
Retained earnings (deficit),-188200000.0,-123214000.0,-68764000.0,-39900000.0,-25957000.0
Total shareholders equity,207118000.0,69184000.0,117222000.0,-37199000.0,-25714000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-207942000.0,-68022000.0,-115012000.0,-20849000.0,-4168000.0
Other Assets,0.0,0.0,0.0,-663000.0,209000.0
Other Liabilities,0.0,0.0,0.0,5619000.0,2242000.0
