Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,24771000.0,21950000.0,1551.0,967449.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,24771000.0,21950000.0,1551.0,967449.0
Receivables,80599000.0,63525000.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,112904000.0,112112000.0,219219.0,975400.0
Property Plant & Equipment Net,3634000.0,4255000.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,173051990.0,172578252.0
Tax assets,909000.0,719000.0,0.0,0.0
Total non-current assets,5981000.0,10059000.0,173051990.0,172578252.0
Total assets,118885000.0,122171000.0,173271209.0,173553652.0
Payables,12851000.0,10137000.0,635681.0,0.0
Short-term debt,2372000.0,15500000.0,635681.0,100000.0
Total current liabilities,238508000.0,228734000.0,698690.0,100000.0
Long-term debt,0.0,66613000.0,1900000.0,100000.0
Total debt,2372000.0,82113000.0,2535681.0,200000.0
Deferred revenue,180400000.0,152390000.0,0.0,0.0
Tax Liabilities,767000.0,485000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,29807000.0,96514000.0,1900000.0,100000.0
Total liabilities,384471000.0,332472000.0,168271208.0,168553651.0
Other comprehensive income,108347000,94967000,7991327,5130195
Retained earnings (deficit),-372372000.0,-304407000.0,-2991891.0,-130726.0
Total shareholders equity,-265586000.0,-210301000.0,5000001.0,5000001.0
Investments,0.0,0.0,173051990.0,172578252.0
Net Debt,-22399000.0,60163000.0,2534130.0,-767449.0
Other Assets,0.0,0.0,0.0,0.0
Other Liabilities,116156000.0,7224000.0,165672518.0,168353651.0
