Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,345500000.0,200400000.0,102300000.0,135900000.0,268600000.0,282200000.0
Short-term investments,2200000.0,500000.0,400000.0,0.0,,
Cash and short-term investments,347700000.0,200900000.0,102700000.0,135900000.0,,
Receivables,159100000.0,208300000.0,163700000.0,151800000.0,161100000.0,154900000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,513100000.0,443300000.0,269100000.0,287700000.0,,
Property Plant & Equipment Net,49000000.0,41700000.0,39800000.0,30700000.0,24100000.0,24100000.0
Goodwill and Intangible Assets,346300000.0,352900000.0,357600000.0,128000000.0,127500000.0,119000000.0
Long-term investments,226900000.0,284900000.0,190300000.0,135700000.0,,
Tax assets,274000000.0,270600000.0,332700000.0,341600000.0,330300000.0,294200000.0
Total non-current assets,,,,,,
Total assets,1553700000.0,1491700000.0,1294300000.0,1014100000.0,7772900000.0,8551800000.0
Payables,100400000.0,116500000.0,202100000.0,268600000.0,396300000.0,93000000.0
Short-term debt,0.0,0.0,0.0,0.0,,
Total current liabilities,322600000.0,339700000.0,365700000.0,272100000.0,,
Long-term debt,393000000.0,426000000.0,392000000.0,90000000.0,,
Total debt,395000000.0,434200000.0,397300000.0,90000000.0,4326300000.0,5455600000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,53600000.0,96200000.0,90200000.0,87700000.0,47000000.0,6700000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,,,,,,
Total liabilities,1377600000.0,1320400000.0,1123800000.0,848200000.0,5215500000.0,6015900000.0
Other comprehensive income,-20900000.0,-21600000.0,-26300000.0,-2800000.0,5300000.0,3000000.0
Retained earnings (deficit),-640500000.0,97000000.0,190000000.0,169000000.0,,
Total shareholders equity,145200000.0,119400000.0,169500000.0,165900000.0,98400000.0,-43500000.0
Investments,323300000.0,381100000.0,268800000.0,202600000.0,2697600000.0,3143500000.0
Net Debt,45300000.0,,,,,
Other Assets,6300000.0,,,,,
Other Liabilities,222200000.0,223200000.0,163600000.0,3500000.0,,
