Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30
Depreciation & Amortization,403700.0,206169.0,143626.0,54105.0
Stock-based compensation,7016089.0,0.0,0.0,0.0
Operating Cash Flow,401107.0,-4772610.0,624344.0,4462268.0
Capital Expenditure,-499554.0,-231226.0,-62518.0,-327768.0
Acquisitions and disposals,-466304.0,-107654.0,-82761.0,0.0
Investment purchases and sales,-2896502.0,-153792.0,44061.0,-46580.0
Investing Cash flow,-3862360.0,-492672.0,-101218.0,-374348.0
Issuance (repayment) of debt,-276766.0,2599080.0,0.0,0.0
Issuance (buybacks) of shares,1472592.0,11022111.0,0.0,2135673.0
Dividend payments,0.0,-612988.0,-736436.0,-5279093.0
Financing Cash Flow,466782.0,10103240.0,-832752.0,-378837.0
Effect of forex changes on cash,-147080.0,90360.0,-153002.0,-227771.0
Net cash flow / Change in cash,-3141551.0,4928318.0,-462628.0,3481312.0
Free Cash Flow,-98447.0,-5003836.0,561826.0,4134500.0
Net Cash/Marketcap,,,,
