Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,2052731.0,557268.0,2534753.0,2479000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,2052731.0,557268.0,2534753.0,2479000.0
Receivables,1877351.0,2265133.0,1498705.0,1248000.0
Inventories,923707.0,240061.0,164511.0,176000.0
Total current assets,5465484.0,3103923.0,4240123.0,4015000.0
Property Plant & Equipment Net,998863.0,966904.0,1116036.0,1088000.0
Goodwill and Intangible Assets,22424241.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,23423104.0,966904.0,1116036.0,
Total assets,28888588.0,4070827.0,5356159.0,5103000.0
Payables,5519159.0,1135039.0,975828.0,228000.0
Short-term debt,313572.0,225553.0,0.0,0.0
Total current liabilities,8878936.0,1498301.0,1090190.0,1072000.0
Long-term debt,56688.0,2770947.0,2996500.0,2997000.0
Total debt,370260.0,2996500.0,2996500.0,
Deferred revenue,175956.0,0.0,0.0,
Tax Liabilities,129511.0,56745.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,57029.0,2805156.0,3002310.0,
Total liabilities,13900525.0,4303457.0,4092500.0,4080000.0
Other comprehensive income,20548164,0.0,0.0,
Retained earnings (deficit),-5565756.0,-235630.0,514133.0,274000.0
Total shareholders equity,14988063.0,-232630.0,1263659.0,1024000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-1682471.0,2439232.0,461747.0,
Other Assets,0.0,41461.0,42154.0,
Other Liabilities,4964560.0,137709.0,114362.0,844000.0
