Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,978357018.8133,110793530.8343,138834701.2239,245000000.0
Short-term investments,877254992.7641,117883313.1802,130018430.5256,25000000.0
Cash and short-term investments,1855612011.5774,228676844.0145,268853131.7495,270000000.0
Receivables,466533140.3763,339383766.6264,295562562.995,259000000.0
Inventories,0.0,0.0,0.0,83000000.0
Total current assets,2873146599.1317,861627569.5284,742160547.1562,689000000.0
Property Plant & Equipment Net,234174674.3849,188779927.4486,77640172.7862,75000000.0
Goodwill and Intangible Assets,2475738205.4993,1609029776.2999,1010188048.9561,505143319.7132
Long-term investments,372219971.0564,85835399.0326,26459899.2081,3000000.0
Tax assets,3454848.0463,1720072.5514,554787.617,
Total non-current assets,3604378437.0478,2191712666.2636,1220638012.959,
Total assets,6477525036.1795,3053340235.792,1962798560.1152,1604000000.0
Payables,1756313458.7554,1083948458.283,1314820446.3643,381000000.0
Short-term debt,452991172.2142,46761487.3035,14398848.0922,0.0
Total current liabilities,2867200578.8712,1757196493.3495,1712001871.8503,903000000.0
Long-term debt,775174095.5137,42926239.4196,0.0,0.0
Total debt,1228165267.7279,89687726.7231,14398848.0922,
Deferred revenue,317696526.7728,246923972.1886,114716054.7156,
Tax Liabilities,13951519.5369,340840.3869,999568.0346,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,982891316.932,44239268.4401,1049532.0374,
Total liabilities,3850091895.8032,1801435761.7896,1713051403.8877,904000000.0
Other comprehensive income,272061649.7829,14075876.6626,51745140.3888,
Retained earnings (deficit),-3402241099.8553,-2269780380.8948,-2302346436.2851,-1238000000.0
Total shareholders equity,2610264978.2923,-2164885731.5599,-2203696616.2707,-1173000000.0
Investments,1249474963.8205,203718712.2128,156478329.7336,-24701873.4099
Net Debt,-649562916.2836,,,
Other Assets,563854848.0463,,,
Other Liabilities,657895947.9016,626486547.763,382782577.3938,522000000.0
