Date,2019-06-30,2018-06-24,2017-06-25,2016-06-26,2015-06-28,2014-06-29,2013-06-30,2012-06-24,2011-06-26,2010-06-27,2009-06-28
Cash and cash equivalents,3658219000.0,4512257000.0,2377534000.0,5039322000.0,1501539000.0,1452677000.0,1162473000.0,1564752000.0,1492132000.0,711001000.0,552606000.0
Short-term investments,1644659000.0,437338000.0,3663628000.0,1788612000.0,0.0,0.0,0.0,1297931000.0,630115000.0,280690000.0,205221000.0
Cash and short-term investments,5302878000.0,4949595000.0,6041162000.0,6827934000.0,1501539000.0,1452677000.0,1162473000.0,2862683000.0,2122247000.0,991691000.0,757827000.0
Receivables,1455522000.0,2176936000.0,1673398000.0,1262145000.0,1093582000.0,800616000.0,602624000.0,765818000.0,590568000.0,499890000.0,253585000.0
Inventories,1540140000.0,1876162000.0,1232916000.0,971911000.0,943346000.0,740503000.0,559317000.0,632853000.0,396607000.0,318479000.0,233410000.0
Total current assets,8560409000.0,9149911000.0,9142498000.0,9214911000.0,6270849000.0,4783662000.0,3793829000.0,4415109000.0,3276792000.0,1756661000.0,756044000.0
Property Plant & Equipment Net,1059077000.0,902547000.0,685595000.0,639608000.0,621418000.0,543496000.0,603910000.0,584596000.0,270458000.0,200336000.0,215666000.0
Goodwill and Intangible Assets,1716950000.0,1817836000.0,1810995000.0,1964921000.0,2115649000.0,2360303000.0,2526541000.0,2686730000.0,216616000.0,236906000.0,260787000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,243681000.0,237161000.0,431772000.0,363148000.0,224888000.0,268825000.0,27674000.0,47782000.0,3892000.0,72376000.0,86050000.0
Total non-current assets,3440924000.0,3329567000.0,2980267000.0,3056617000.0,3093799000.0,3209644000.0,3456486000.0,3589543000.0,780602000.0,730731000.0,158019000.0
Total assets,12001333000.0,12479478000.0,12122765000.0,12271528000.0,9364648000.0,7993306000.0,7250315000.0,8004652000.0,4057394000.0,2487392000.0,1993184000.0
Payables,376561000.0,510983000.0,464643000.0,348199000.0,300203000.0,223515000.0,200254000.0,258778000.0,163541000.0,121099000.0,49606000.0
Short-term debt,667131000.0,610030000.0,908439000.0,949494000.0,1359650000.0,518267000.0,514655000.0,511139000.0,4782000.0,4967000.0,5348000.0
Total current liabilities,2371650000.0,3150308000.0,2950115000.0,2419802000.0,2631361000.0,1582001000.0,1404475000.0,1426928000.0,684286000.0,558657000.0,382076000.0
Long-term debt,3822768000.0,1806562000.0,1784974000.0,3383581000.0,1001382000.0,817202000.0,789256000.0,761783000.0,738488000.0,17645000.0,40886000.0
Total debt,4489899000.0,2416592000.0,2693413000.0,4333075000.0,2361032000.0,1335469000.0,1303911000.0,1272922000.0,743270000.0,22612000.0,46234000.0
Deferred revenue,381317000.0,720086000.0,607672000.0,349199000.0,322070000.0,235923000.0,225038000.0,164833000.0,0.0,123194000.0,45787000.0
Tax Liabilities,49926000.0,185384000.0,95127000.0,86723000.0,39275000.0,93934000.0,39420000.0,24745000.0,51183000.0,110462000.0,102999000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4906379000.0,2749127000.0,2185338000.0,3749657000.0,1388335000.0,1198221000.0,1170048000.0,1255600000.0,903263000.0,160600000.0,158019000.0
Total liabilities,7327468000.0,5977627000.0,5305314000.0,6377011000.0,4261504000.0,2963571000.0,2761443000.0,2872871000.0,1587549000.0,719257000.0,540095000.0
Other comprehensive income,0.0,0.0,629298000,1143581000,1063926000,1482491000,1544714000,2306603000,0.0,-69849000.0,-52822000.0
Retained earnings (deficit),9930919000.0,8261194000.0,6249691000.0,4820109000.0,4096855000.0,3575737000.0,2972688000.0,2858809000.0,2690086000.0,1966336000.0,1624246000.0
Total shareholders equity,4673865000.0,6501851000.0,6817451000.0,5894517000.0,5103144000.0,5029735000.0,4488872000.0,5131781000.0,2469845000.0,1768135000.0,1453089000.0
Investments,1644659000.0,437338000.0,3663628000.0,1788612000.0,0.0,0.0,0.0,1297931000.0,630115000.0,280690000.0,205221000.0
Net Debt,831680000.0,-2095665000.0,315879000.0,-706247000.0,859493000.0,-117208000.0,141438000.0,-291830000.0,-748862000.0,-969079000.0,-711593000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53399000.0,-7682000.0
Other Liabilities,49439000.0,78192000.0,169861000.0,207552000.0,241808000.0,183349000.0,186920000.0,190343000.0,0.0,432591000.0,327122000.0
