Date,2018-06,2017-06,2016-06,2015-06,2014-06
Depreciation & Amortization,,,,,
Stock-based compensation,,,,,
Operating Cash Flow,,,,,
Capital Expenditure,-6000000.0,-6000000.0,-8000000.0,-9000000.0,000000.0
Acquisitions and disposals,-6000000.0,-4000000.0,-6000000.0,-9000000.0,000000.0
Investment purchases and sales,0,0,-2000000,0,0
Investing Cash flow,-6000000.0,-29000000.0,-10000000.0,-25000000.0,000000.0
Issuance (repayment) of debt,-14000000.0,-3000000.0,-2000000.0,000000.0,000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,6000000.0,31000000.0,3000000.0,21000000.0,000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-0000000.0,2000000.0,-7000000.0,-3000000.0,000000.0
Free Cash Flow,-10000000.0,7000000.0,-3000000.0,-3000000.0,000000.0
Net Cash/Marketcap,,,,,
