Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,406493000.0,267109000.0,845030000.0,773000000.0,457024000.0,708151000.0,1225010000.0,1228682000.0
Short-term investments,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Cash and short-term investments,406493000.0,267109000.0,845030000.0,773000000.0,457024000.0,708151000.0,1225010000.0,1228682000.0
Receivables,1575170000.0,1508370000.0,1364404000.0,1442000000.0,1395248000.0,1454346000.0,1423999000.0,1404674000.0
Inventories,0.0,0.0,0.0,25000000.0,0.0,0.0,0.0,0.0
Total current assets,2235017000.0,2067347000.0,2504687000.0,2778000000.0,2180143000.0,2513294000.0,2993807000.0,2985285000.0
Property Plant & Equipment Net,0.0,0.0,0.0,2213000000.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,6536671000.0,6502895000.0,0.0,,0.0,6618593000.0,6640064000.0,6204478000.0
Long-term investments,0.0,0.0,0.0,61000000.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Total non-current assets,10034498000.0,10193084000.0,10357560000.0,,11860099000.0,12584008000.0,13298906000.0,13556754000.0
Total assets,12269515000.0,12260431000.0,12862247000.0,13673000000.0,14040242000.0,15097302000.0,16292713000.0,16542039000.0
Payables,163149000.0,163449000.0,146772000.0,153000000.0,132258000.0,131370000.0,0.0,134576000.0
Short-term debt,46332000.0,14972367000.0,342908000.0,,3604000.0,453734000.0,381728000.0,268638000.0
Total current liabilities,1247649000.0,16354597000.0,1696570000.0,1659000000.0,1364285000.0,1759592000.0,1782142000.0,1428962000.0
Long-term debt,5277108000.0,5676814000.0,20022080000.0,20539000000.0,20322414000.0,20030479000.0,20365369000.0,19938531000.0
Total debt,5323440000.0,20649181000.0,20364988000.0,,20326018000.0,20484213000.0,20747097000.0,20207169000.0
Deferred revenue,0.0,186404000.0,200103000.0,,176048000.0,172434000.0,172672000.0,143236000.0
Tax Liabilities,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,6101952000.0,7233289000.0,22051152000.0,,22341165000.0,22034345000.0,22505762000.0,22585018000.0
Total liabilities,23829857000.0,23587886000.0,23747722000.0,24280000000.0,23705450000.0,23793937000.0,24287904000.0,24013980000.0
Other comprehensive income,2103034000,2112948000,2203699000,,2325683000,2387978000,2439752000,2651345000
Retained earnings (deficit),-13345346000.0,-13127843000.0,-12733329000.0,-12437000000.0,-11682390000.0,-10888629000.0,-10281746000.0,-9857267000.0
Total shareholders equity,-11560342000.0,-11327455000.0,-10885475000.0,-10784000000.0,-9665208000.0,-8696635000.0,-7995191000.0,-7471941000.0
Investments,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Net Debt,4916947000.0,20382072000.0,19519958000.0,,19868994000.0,19776062000.0,19522087000.0,18978487000.0
Other Assets,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Other Liabilities,16480256000.0,0.0,0.0,,0.0,0.0,0.0,0.0
