Date,2019-08-03,2018-07-28,2017-07-29,2016-07-30
Cash and cash equivalents,170932000.0,297516000.0,110858000.0,92879000.0
Short-term investments,143276000.0,0.0,0.0,0.0
Cash and short-term investments,314208000.0,297516000.0,110858000.0,92879000.0
Receivables,0.0,0.0,0.0,0.0
Inventories,118216000.0,85092000.0,67592000.0,44808000.0
Total current assets,482404000.0,417006000.0,197762000.0,148272000.0
Property Plant & Equipment Net,54888000.0,34169000.0,26733000.0,19151000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,53372000.0,0.0,9100000.0,8613000.0
Tax assets,22175000.0,14107000.0,19991000.0,13201000.0
Total non-current assets,133662000.0,64579000.0,59443000.0,43328000.0
Total assets,616066000.0,481585000.0,257205000.0,191600000.0
Payables,90883000.0,79782000.0,44238000.0,36588000.0
Short-term debt,2784000.0,3729000.0,0.0,0.0
Total current liabilities,182631000.0,142232000.0,133918000.0,85073000.0
Long-term debt,24439000.0,15288000.0,0.0,0.0
Total debt,27223000.0,19017000.0,0.0,0.0
Deferred revenue,11997000.0,8870000.0,7150000.0,4431000.0
Tax Liabilities,10995000.0,5503000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,70238000.0,45549000.0,19204000.0,14358000.0
Total liabilities,220066000.0,166513000.0,153122000.0,99431000.0
Other comprehensive income,279512000,235313000,0.0,0.0
Retained earnings (deficit),116674000.0,79758000.0,34858000.0,39009000.0
Total shareholders equity,396000000.0,315072000.0,61861000.0,49947000.0
Investments,196648000.0,0.0,9100000.0,8613000.0
Net Debt,-143709000.0,-278499000.0,-110858000.0,-92879000.0
Other Assets,0.0,0.0,19312000.0,10585000.0
Other Liabilities,0.0,0.0,89680000.0,48485000.0
