Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,129128000.0,21595000.0,27326000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,129128000.0,21595000.0,27326000.0
Receivables,22315000.0,30762000.0,25320000.0
Inventories,0.0,0.0,0.0
Total current assets,255882000.0,144126000.0,116618000.0
Property Plant & Equipment Net,10815000.0,3514000.0,2605000.0
Goodwill and Intangible Assets,124223000.0,126891000.0,129618000.0
Long-term investments,0.0,0.0,0.0
Tax assets,49439000.0,0.0,0.0
Total non-current assets,135691000.0,131063000.0,132982000.0
Total assets,391573000.0,275189000.0,249600000.0
Payables,2073000.0,462000.0,370000.0
Short-term debt,5671000.0,10342000.0,2992000.0
Total current liabilities,127600000.0,114643000.0,85413000.0
Long-term debt,18239000.0,23491000.0,13970000.0
Total debt,23910000.0,33833000.0,16962000.0
Deferred revenue,722000.0,614000.0,594000.0
Tax Liabilities,10973000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,20228000.0,25427000.0,15533000.0
Total liabilities,147828000.0,140070000.0,100946000.0
Other comprehensive income,387233000,0.0,0.0
Retained earnings (deficit),-143499000.0,-123592000.0,-119469000.0
Total shareholders equity,243745000.0,-31367000.0,-30131000.0
Investments,0.0,0.0,0.0
Net Debt,-105218000.0,12238000.0,-10364000.0
Other Assets,0.0,91769000.0,63972000.0
Other Liabilities,0.0,103839000.0,82051000.0
