Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,60599000.0,17379000.0,9209000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,60599000.0,17379000.0,9209000.0
Receivables,6481000.0,6179000.0,10817000.0
Inventories,5441000.0,4014000.0,2886000.0
Total current assets,74201000.0,28163000.0,23332000.0
Property Plant & Equipment Net,12207000.0,13460000.0,15122000.0
Goodwill and Intangible Assets,204000.0,254000.0,305000.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,12650000.0,14953000.0,16057000.0
Total assets,86851000.0,43116000.0,39389000.0
Payables,20436000.0,9601000.0,6638000.0
Short-term debt,4600000.0,0.0,0.0
Total current liabilities,32952000.0,15350000.0,10806000.0
Long-term debt,42603000.0,45507000.0,38650000.0
Total debt,47203000.0,45507000.0,38650000.0
Deferred revenue,721000.0,1347000.0,802000.0
Tax Liabilities,388000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,43049000.0,54261000.0,85780000.0
Total liabilities,76771000.0,69611000.0,96586000.0
Other comprehensive income,71431000,0.0,0.0
Retained earnings (deficit),-61376000.0,-120093000.0,-108670000.0
Total shareholders equity,10080000.0,-68596000.0,-57197000.0
Investments,0.0,0.0,0.0
Net Debt,-13396000.0,28128000.0,29441000.0
Other Assets,0.0,591000.0,420000.0
Other Liabilities,770000.0,5749000.0,4168000.0
