Date,2019-12-31,2018-12-31,2018-02-05,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,412000000.0,567000000.0,0.0,1597000000.0,838000000.0,535000000.0,904000000.0,1389000000.0,1105000000.0,1372000000.0,3816000000.0
Short-term investments,30000000.0,6000000.0,0.0,0.0,11000000.0,8000000.0,1000000.0,15000000.0,21000000.0,0.0,0.0
Cash and short-term investments,442000000.0,573000000.0,0.0,1597000000.0,849000000.0,543000000.0,904000000.0,1404000000.0,1126000000.0,1372000000.0,3816000000.0
Receivables,2569000000.0,2487000000.0,0.0,2440000000.0,2938000000.0,2750000000.0,2628000000.0,2662000000.0,2425000000.0,2459000000.0,2307000000.0
Inventories,1286000000.0,1277000000.0,0.0,1083000000.0,1232000000.0,1181000000.0,1104000000.0,1093000000.0,1066000000.0,1054000000.0,988000000.0
Total current assets,5319000000.0,4777000000.0,0.0,5641000000.0,5419000000.0,5121000000.0,5224000000.0,5752000000.0,5227000000.0,5501000000.0,7666000000.0
Property Plant & Equipment Net,3309000000.0,3179000000.0,0.0,2804000000.0,3515000000.0,3377000000.0,3343000000.0,3216000000.0,2860000000.0,2315000000.0,2067000000.0
Goodwill and Intangible Assets,3593000000.0,3904000000.0,0.0,3163000000.0,2748000000.0,2922000000.0,1402000000.0,1219000000.0,1276000000.0,596000000.0,665000000.0
Long-term investments,8000000.0,72000000.0,0.0,91000000.0,26000000.0,23000000.0,0.0,5000000.0,6000000.0,257000000.0,281000000.0
Tax assets,361000000.0,241000000.0,0.0,0.0,552000000.0,467000000.0,491000000.0,459000000.0,462000000.0,0.0,0.0
Total non-current assets,8140000000.0,7703000000.0,0.0,6528000000.0,6873000000.0,6852000000.0,5522000000.0,5295000000.0,4949000000.0,3627000000.0,3416000000.0
Total assets,13459000000.0,12480000000.0,0.0,12169000000.0,12292000000.0,11973000000.0,10746000000.0,11047000000.0,10176000000.0,9128000000.0,11082000000.0
Payables,2463000000.0,2334000000.0,0.0,2227000000.0,2563000000.0,2541000000.0,2581000000.0,2595000000.0,2278000000.0,2397000000.0,2236000000.0
Short-term debt,393000000.0,306000000.0,0.0,17000000.0,12000000.0,52000000.0,34000000.0,61000000.0,140000000.0,107000000.0,218000000.0
Total current liabilities,4054000000.0,3694000000.0,0.0,3540000000.0,4148000000.0,3927000000.0,3889000000.0,3894000000.0,3659000000.0,3712000000.0,3719000000.0
Long-term debt,3971000000.0,4038000000.0,0.0,4132000000.0,3959000000.0,3956000000.0,2417000000.0,2351000000.0,2324000000.0,1996000000.0,71000000.0
Total debt,4364000000.0,4344000000.0,0.0,4149000000.0,3971000000.0,4008000000.0,2451000000.0,2412000000.0,2464000000.0,2103000000.0,289000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0
Tax Liabilities,180000000.0,187000000.0,0.0,0.0,188000000.0,222000000.0,262000000.0,280000000.0,261000000.0,0.0,0.0
Deposit Liabilities,43000000.0,36000000.0,0.0,0.0,30000000.0,36000000.0,35000000.0,38000000.0,35000000.0,0.0,0.0
Total non-current liabilities,5394000000.0,5116000000.0,0.0,5112000000.0,5381000000.0,5313000000.0,3844000000.0,3719000000.0,3687000000.0,3245000000.0,1264000000.0
Total liabilities,9640000000.0,9021000000.0,0.0,8652000000.0,9891000000.0,9723000000.0,8236000000.0,8136000000.0,7831000000.0,6957000000.0,4983000000.0
Other comprehensive income,1645000000,1639000000,0.0,-471000000.0,1633000000,1653000000,1700000000,1699000000,1723000000,-183000000.0,91000000.0
Retained earnings (deficit),2890000000.0,2511000000.0,0.0,2118000000.0,1980000000.0,1627000000.0,1548000000.0,1446000000.0,856000000.0,110000000.0,0.0
Total shareholders equity,3819000000.0,3459000000.0,0.0,3299000000.0,2401000000.0,2250000000.0,2510000000.0,2911000000.0,2345000000.0,1688000000.0,5641000000.0
Investments,38000000.0,78000000.0,0.0,91000000.0,37000000.0,31000000.0,1000000.0,20000000.0,27000000.0,257000000.0,281000000.0
Net Debt,3952000000.0,3777000000.0,0.0,2552000000.0,3133000000.0,3473000000.0,1547000000.0,1023000000.0,1359000000.0,731000000.0,-3527000000.0
Other Assets,0.0,0.0,0.0,521000000.0,0.0,0.0,0.0,0.0,0.0,616000000.0,555000000.0
Other Liabilities,192000000.0,211000000.0,0.0,1296000000.0,362000000.0,483000000.0,503000000.0,523000000.0,485000000.0,1208000000.0,1265000000.0
