Date,2018-03,2017-03,2016-03,2015-03,2014-03
Revenue,564000000.0,436000000.0,371000000.0,291000000.0,202000000.0
Revenue Growth,,,,,
Cost of Revenue,326000000.0,262000000.0,211000000.0,155000000.0,106000000.0
Gross Profit,238000000.0,174000000.0,160000000.0,136000000.0,96000000.0
R&D Expenses,3000000.0,3000000.0,4000000.0,1000000.0,2000000.0
SG&A Expense,223000000.0,157000000.0,130000000.0,93000000.0,61000000.0
Operating Expenses,226000000.0,160000000.0,134000000.0,95000000.0,63000000.0
Operating Income,12000000.0,13000000.0,26000000.0,41000000.0,33000000.0
Interest Expense,20000000.0,14000000.0,5000000.0,2000000.0,1000000.0
Earnings before Tax,-7000000.0,0000000.0,24000000.0,40000000.0,32000000.0
Income Tax Expense,7000000.0,3000000.0,6000000.0,13000000.0,10000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-17000000.0,-11000000.0,18000000.0,27000000.0,22000000.0
Preferred Dividends,,,,,
Net Income Com,-17000000.0,-11000000.0,18000000.0,27000000.0,22000000.0
EPS,-0.25,-0.17,0.28,0.41,64
EPS Diluted,-0.25,-0.17,0.27,0.40,64
Weighted Average Shs Out,69000000.0,68000000.0,67000000.0,66000000.0,
Weighted Average Shs Out (Dil),69000000.0,68000000.0,68000000.0,68000000.0,
Dividend per Share,,,,,
Gross Margin,0.42198581560284,0.39908256880734,0.43126684636119,0.46735395189003,0.47524752475248
EBITDA Margin,0.097517730496454,0.11926605504587,0.15902964959569,0.21649484536082,0.21782178217822
EBIT Margin,0.017730496453901,0.013761467889908,0.078167115902965,0.14432989690722,0.16336633663366
Profit Margin,-0.030141843971631,-0.025229357798165,0.048517520215633,0.092783505154639,0.10891089108911
Free Cash Flow margin,,,,,
EBITDA,55000000.0,52000000.0,59000000.0,63000000.0,44000000.0
EBIT,10000000,6000000,29000000,42000000,33000000
Consolidated Income,-17000000.0,-11000000.0,18000000.0,27000000.0,22000000.0
Earnings Before Tax Margin,-0.01241134751773,0,0.064690026954178,0.13745704467354,0.15841584158416
Net Profit Margin,-0.030141843971631,-0.025229357798165,0.048517520215633,0.092783505154639,0.10891089108911
