Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,4234000000.0,7013000000.0,6169900000.0,4880300000.0,4121600000.0,3234400000.0,2090387000.0,1859464000.0,1351128000.0
Short-term investments,496000000.0,5029000000.0,1799800000.0,1671600000.0,3425100000.0,2452600000.0,1809883000.0,788690000.0,1250173000.0
Cash and short-term investments,4730000000.0,12042000000.0,7969700000.0,6551900000.0,7546700000.0,5687000000.0,3900270000.0,2648154000.0,2601301000.0
Receivables,2066000000.0,1921000000.0,1620600000.0,1420900000.0,1166700000.0,1061400000.0,960521000.0,945531000.0,706429000.0
Inventories,458000000.0,541000000.0,497900000.0,443400000.0,393100000.0,340400000.0,259495000.0,189573000.0,260130000.0
Total current assets,9067000000.0,14892000000.0,10867500000.0,9400900000.0,9712600000.0,7550500000.0,5533665000.0,4353225000.0,4343199000.0
Property Plant & Equipment Net,1367000000.0,1070000000.0,929800000.0,814100000.0,642600000.0,593400000.0,578362000.0,506042000.0,509919000.0
Goodwill and Intangible Assets,24216000000.0,13302000000.0,15257600000.0,15737100000.0,6258800000.0,4880900000.0,5143196000.0,4731918000.0,5144842000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23073000.0
Tax assets,24000000.0,23000000.0,137700000.0,65600000.0,11700000.0,25300000.0,93168000.0,116751000.0,151779000.0
Total non-current assets,26413000000.0,15249000000.0,17218100000.0,17652500000.0,7627500000.0,5827700000.0,6200641000.0,5652685000.0,5833963000.0
Total assets,35480000000.0,30141000000.0,28085600000.0,27053400000.0,17340100000.0,13378200000.0,11734306000.0,10005910000.0,10177162000.0
Payables,418000000.0,305000000.0,247100000.0,240800000.0,198200000.0,156200000.0,145652000.0,121525000.0,94465000.0
Short-term debt,501000000.0,0.0,500700000.0,0.0,605900000.0,544800000.0,308459000.0,526684000.0,309214000.0
Total current liabilities,4057000000.0,2987000000.0,2959200000.0,1968900000.0,2112200000.0,1945500000.0,1690235000.0,1539972000.0,1070382000.0
Long-term debt,19769000000.0,15838000000.0,13788500000.0,14250400000.0,6265700000.0,4196500000.0,2771333000.0,1275585000.0,1247584000.0
Total debt,20270000000.0,15838000000.0,14289200000.0,14250400000.0,6871600000.0,4741300000.0,3079792000.0,1802269000.0,1556798000.0
Deferred revenue,73000000.0,75000000.0,55100000.0,60600000.0,28500000.0,27700000.0,17263000.0,14346000.0,16362000.0
Tax Liabilities,78000000.0,84000000.0,41300000.0,19800000.0,12700000.0,16000000.0,11841000.0,30042000.0,11423000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,23072000000.0,17743000000.0,16007900000.0,16646300000.0,8430200000.0,5607800000.0,4161423000.0,2336746000.0,2559412000.0
Total liabilities,29319000000.0,23220000000.0,21486300000.0,21134400000.0,10815300000.0,7788300000.0,6039839000.0,4493183000.0,4193189000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,1018300000,2716634000,4003774000,5804652000
Retained earnings (deficit),17559000000.0,13061000000.0,10073600000.0,8074400000.0,6472400000.0,4472500000.0,3022596000.0,1566416000.0,248266000.0
Total shareholders equity,6161000000.0,6921000000.0,6599300000.0,5919000000.0,6524800000.0,5589900000.0,5694467000.0,5512727000.0,5983973000.0
Investments,496000000.0,5029000000.0,1799800000.0,1671600000.0,3425100000.0,2452600000.0,1809883000.0,788690000.0,1273246000.0
Net Debt,16036000000.0,8825000000.0,8119300000.0,9370100000.0,2750000000.0,1506900000.0,989405000.0,-57195000.0,205670000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2190000000.0,2490000000.0,2519200000.0,2519200000.0,272900000.0,235000000.0,188181000.0,616465000.0,563395000.0
