Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,49880000.0,13365000.0,11610000.0,7000000.0,11888000.0,17317000.0,12429000.0,13096000.0
Short-term investments,0.0,0.0,0.0,76000000000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,49880000.0,13365000.0,11610000.0,76007000000.0,11888000.0,17317000.0,12429000.0,13096000.0
Receivables,248286000.0,116841000.0,80568000.0,82000000.0,199566000.0,261654000.0,253151000.0,179755000.0
Inventories,293717000.0,174151000.0,156111000.0,218000000.0,490414000.0,513065000.0,444062000.0,340418000.0
Total current assets,638051000.0,354542000.0,330933000.0,427000000.0,775658000.0,823001000.0,731950000.0,545884000.0
Property Plant & Equipment Net,513705000.0,512841000.0,508855000.0,551000000.0,820985000.0,833907000.0,776884000.0,692474000.0
Goodwill and Intangible Assets,171117000.0,171117000.0,171117000.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,71707000.0,30768000.0,19803000.0,,10334000.0,6157000.0,7931000.0,6746000.0
Total non-current assets,867440000.0,844561000.0,841343000.0,,1442190000.0,1474914000.0,1436416000.0,1367299000.0
Total assets,1505491000.0,1199103000.0,1172276000.0,1407000000.0,2217848000.0,2297915000.0,2168366000.0,1913183000.0
Payables,88097000.0,69110000.0,47663000.0,40000000.0,115212000.0,58797000.0,74280000.0,69930000.0
Short-term debt,106323000.0,16474000.0,8852000.0,4772000.0,1161000.0,8426000.0,14168000.0,155000.0
Total current liabilities,327127000.0,151959000.0,112407000.0,96000000.0,215875000.0,245384000.0,277253000.0,220643000.0
Long-term debt,2050311000.0,322900000.0,356580000.0,362000000.0,541593000.0,535709000.0,387624000.0,275799000.0
Total debt,2156634000.0,339374000.0,365432000.0,,542754000.0,544135000.0,401792000.0,275954000.0
Deferred revenue,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Tax Liabilities,214558000.0,51483000.0,48162000.0,,30687000.0,30923000.0,44330000.0,30019000.0
Deposit Liabilities,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,2255133000.0,433929000.0,482484000.0,,681224000.0,702680000.0,551169000.0,462814000.0
Total liabilities,2582260000.0,585888000.0,594891000.0,596000000.0,897099000.0,948064000.0,828422000.0,683457000.0
Other comprehensive income,-5800000.0,20289000.0,-7558000.0,,1572229000,1562136000,1651139000,1667934000
Retained earnings (deficit),-1893496000.0,-261411000.0,-269394000.0,-34000000.0,39625000.0,66884000.0,-50757000.0,-203941000.0
Total shareholders equity,-1076769000.0,613215000.0,577385000.0,811000000.0,1320749000.0,1349851000.0,1339944000.0,1229726000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2106754000.0,326009000.0,353822000.0,359772000.0,530866000.0,526818000.0,389363000.0,262858000.0
Other Assets,46168000.0,50185000.0,82644000.0,-75880122000.0,0.0,0.0,0.0,0.0
Other Liabilities,132707000.0,66375000.0,55892000.0,51228000.0,0.0,0.0,0.0,0.0
