Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,147128000.0,188701000.0,821935000.0,731434000.0,717249000.0,905730000.0,876048000.0,809541000.0,735267000.0,488776000.0,415650000.0
Short-term investments,52103000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,199231000.0,188701000.0,821935000.0,731434000.0,717249000.0,905730000.0,876048000.0,809541000.0,735267000.0,488776000.0,415650000.0
Receivables,528484000.0,483681000.0,450530000.0,382086000.0,362568000.0,359593000.0,0.0,0.0,0.0,226911000.0,212096000.0
Inventories,349641000.0,268701000.0,268319000.0,224456000.0,246859000.0,165418000.0,145847000.0,174351000.0,200777000.0,185642000.0,157431000.0
Total current assets,1145366000.0,1065717000.0,1644003000.0,1419719000.0,1444182000.0,1556209000.0,1448849000.0,1361151000.0,1292452000.0,985341000.0,654684000.0
Property Plant & Equipment Net,387460000.0,386550000.0,394241000.0,384276000.0,387758000.0,434277000.0,411433000.0,434363000.0,462107000.0,387148000.0,377613000.0
Goodwill and Intangible Assets,2378399000.0,1284128000.0,1326674000.0,1359053000.0,0.0,0.0,0.0,0.0,283398000.0,229550000.0,248192000.0
Long-term investments,0.0,41226000.0,38324000.0,33815000.0,25600000.0,14850000.0,0.0,0.0,0.0,0.0,4254000.0
Tax assets,45478000.0,53818000.0,61503000.0,55496000.0,12528000.0,18755000.0,20053000.0,23500000.0,18922000.0,38471000.0,65799000.0
Total non-current assets,2962316000.0,1998206000.0,1824484000.0,1839216000.0,740078000.0,804753000.0,761872000.0,776718000.0,776470000.0,641056000.0,123676000.0
Total assets,4107682000.0,3063923000.0,3468487000.0,3258935000.0,2184260000.0,2360962000.0,2210721000.0,2137869000.0,2068922000.0,1626397000.0,1507968000.0
Payables,115725000.0,92723000.0,92763000.0,92571000.0,81112000.0,85405000.0,60688000.0,55006000.0,55194000.0,57535000.0,48293000.0
Short-term debt,11992000.0,11466000.0,0.0,300000000.0,300000000.0,18000.0,300017000.0,52000.0,163000.0,121689000.0,67545000.0
Total current liabilities,555991000.0,511249000.0,360126000.0,638551000.0,267259000.0,269558000.0,574049000.0,252852000.0,208840000.0,312672000.0,269100000.0
Long-term debt,1258861000.0,269988000.0,1078611000.0,875000000.0,300594000.0,300770000.0,769000.0,250783000.0,100000000.0,0.0,94191000.0
Total debt,1270853000.0,281454000.0,1078611000.0,1175000000.0,600594000.0,300788000.0,300786000.0,250835000.0,100163000.0,121689000.0,161736000.0
Deferred revenue,88667000.0,60828000.0,51918000.0,50009000.0,36097000.0,42370000.0,44953000.0,41563000.0,45125000.0,42262000.0,44119000.0
Tax Liabilities,73248000.0,160427000.0,29150000.0,39166000.0,16278000.0,10392000.0,30090000.0,27777000.0,3931000.0,36492000.0,71610000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1479498000.0,493694000.0,1148095000.0,925553000.0,329694000.0,333156000.0,26156000.0,277390000.0,129345000.0,26189000.0,123676000.0
Total liabilities,2035489000.0,1004943000.0,1508221000.0,1564104000.0,596953000.0,602714000.0,600205000.0,530242000.0,338185000.0,338861000.0,392776000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891000,293836000,86375000.0,105777000.0
Retained earnings (deficit),2436410000.0,2432328000.0,2316237000.0,2160299000.0,1976020000.0,1780396000.0,1576641000.0,1366712000.0,1111862000.0,884876000.0,694791000.0
Total shareholders equity,2072193000.0,2058980000.0,1960266000.0,1694831000.0,1587307000.0,1758248000.0,1610516000.0,1607627000.0,1730737000.0,1287536000.0,1115192000.0
Investments,52103000.0,41226000.0,38324000.0,33815000.0,25600000.0,14850000.0,0.0,0.0,0.0,0.0,4254000.0
Net Debt,1123725000.0,92753000.0,256676000.0,443566000.0,-116655000.0,-604942000.0,-575262000.0,-558706000.0,-635104000.0,-367087000.0,-253914000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84012000.0,68107000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133448000.0,153262000.0
