Date,2019-03-31,2018-12-31,2018-03-31,2017-12-31
Cash and cash equivalents,16384210.5263,16043000.0,7773711.4974,7696000.0
Short-term investments,0.0,143000.0,0.0,0.0
Cash and short-term investments,16384210.5263,16186000.0,7773711.4974,7696000.0
Receivables,16757894.7368,15643000.0,9377249.1613,9885000.0
Inventories,293421.0526,287000.0,136627.0204,135000.0
Total current assets,35131578.9474,34399000.0,18444037.8164,18260000.0
Property Plant & Equipment Net,17306052.6316,16945000.0,9903934.1263,9805000.0
Goodwill and Intangible Assets,179597105.2632,1442207.9902,,
Long-term investments,4950000.0,5018000.0,0.0,0.0
Tax assets,596052.6316,490698.3837,,
Total non-current assets,206557368.4211,13158584.9344,,
Total assets,241688947.3684,236649000.0,31602622.7508,31287000.0
Payables,48903684.2105,24987000.0,2055199.756,2035000.0
Short-term debt,7052631.5789,354071.3632,,
Total current liabilities,47982105.2632,46981000.0,15840805.1235,15683000.0
Long-term debt,13428684.2105,13149000.0,811832.8759,804000.0
Total debt,20481315.7895,1165904.2391,,
Deferred revenue,3615000.0,2516010.979,,
Tax Liabilities,1815789.4737,918572.7356,,
Deposit Liabilities,0.0,0.0,,
Total non-current liabilities,38350526.3158,1500762.4276,,
Total liabilities,86332631.5789,84532000.0,17341567.5511,17169000.0
Other comprehensive income,0.0,0.0,,
Retained earnings (deficit),15738684.2105,15967000.0,13179017.9933,13048000.0
Total shareholders equity,132100526.3158,129346000.0,14062519.0607,13922000.0
Investments,4950000.0,0.0,,
Net Debt,,,,
Other Assets,62425473.6843,,,
Other Liabilities,-7974210.5262,13431534.0043,,
