Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Cash and cash equivalents,1179746835.443,1165333333.3333,1569169960.4743,1452000000.0,742138364.7799,1059625212.9472,2663622526.6362,1683881064.1628,2542536115.5698,2175149700.5988,1508250825.0825
Short-term investments,160759493.6709,46666666.6667,106719367.5889,660000000.0,72327044.0252,201022146.5077,98934550.9893,65727699.5305,142857142.8571,146706586.8263,161716171.6172
Cash and short-term investments,1340506329.1139,1212000000.0,1675889328.0632,2112000000.0,814465408.8051,1260647359.4549,2762557077.6255,1749608763.6933,2685393258.4269,2321856287.4251,1669966996.6997
Receivables,3477215189.8734,3632000000.0,3491436100.1318,3642666666.6667,3900943396.2264,4439522998.2964,3902587519.0259,3477308294.2097,3362760834.6709,3178143712.5749,3292079207.9208
Inventories,6926582278.481,6686666666.6667,6308300395.2569,6105333333.3333,7191823899.3711,7192504258.9438,6403348554.0335,6189358372.457,5574638844.3018,4911676646.7066,5079207920.7921
Total current assets,11864556962.0253,11588000000.0,11399209486.166,11802666666.6667,12059748427.673,12724020442.9302,12952815829.5282,11350547730.8294,11494382022.4719,10407185628.7425,19721122112.2112
Property Plant & Equipment Net,5639240506.3291,5452000000.0,5288537549.4071,5174666666.6667,5801886792.4528,5848381601.3629,5213089802.1309,4651017214.3975,4096308186.1958,3598802395.2096,3838283828.3828
Goodwill and Intangible Assets,15894936708.8608,16762666666.6667,16555994729.9078,16493333333.3333,17658805031.4465,13442930153.322,13718417047.1842,13804381846.6354,10505617977.5281,10068862275.4491,10255775577.5578
Long-term investments,4589873417.7215,4316000000.0,4113306982.8722,3972000000.0,3894654088.0503,5986371379.8978,5062404870.624,4381846635.3678,4481540930.9791,3965568862.2754,4349834983.4983
Tax assets,279746835.443,249333333.3333,176548089.5916,397333333.3333,297169811.3208,419080068.1431,368340943.6834,514866979.6557,828250401.2841,791916167.6647,1118811881.1881
Total non-current assets,27750632911.3924,28032000000.0,26608695652.1739,26185333333.3333,28512578616.3522,26396933560.477,25085235920.8524,23625978090.7668,20250401284.1091,18715568862.2754,16762376237.6238
Total assets,39615189873.4177,39620000000.0,38007905138.3399,37988000000.0,40572327044.0252,39120954003.4072,38038051750.3805,34976525821.5962,31744783306.5811,29122754491.018,29732673267.3267
Payables,5600000000.0,5545333333.3333,4725955204.2161,4589333333.3333,4735849056.6038,4930153321.9761,5068493150.6849,4823161189.3584,4621187800.9631,4028443113.7725,3633663366.3366
Short-term debt,2901265822.7848,2744000000.0,3523056653.4914,3117333333.3333,3265723270.4403,2933560477.0017,3004566210.0457,2101721439.7496,2467094703.0498,1157185628.7425,1831683168.3168
Total current liabilities,8864556962.0253,8480000000.0,8774703557.3123,8249333333.3333,8317610062.8931,8264054514.4804,8400304414.003,7486697965.5712,7889245585.8748,5904191616.7665,6577557755.7756
Long-term debt,13569620253.1646,11048000000.0,9177865612.6482,11428000000.0,13144654088.0503,13773424190.8007,13226788432.2679,12308294209.7027,11067415730.3371,12473053892.2156,12844884488.4488
Total debt,16470886075.9494,13792000000.0,12700922266.1397,14545333333.3333,16410377358.4906,16706984667.8024,16231354642.3135,14410015649.4523,13534510433.3868,13630239520.9581,14676567656.7657
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,3050632911.3924,2973333333.3333,3169960474.3083,3096000000.0,3235849056.6038,2660988074.9574,2573820395.7382,2724569640.0626,1858747993.5795,1699101796.4072,1877887788.7789
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,17894936708.8608,15522666666.6667,13386034255.5995,16165333333.3333,17701257861.6352,17926746166.9506,17327245053.2725,16830985915.493,14248796147.6726,16053892215.5689,16762376237.6238
Total liabilities,26759493670.8861,24002666666.6667,22160737812.9117,24414666666.6667,26018867924.5283,26190800681.431,25727549467.2755,24317683881.0642,22138041733.5474,21958083832.3353,23339933993.3993
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),4918987341.7722,7581333333.3333,7213438735.1779,5014666666.6667,5713836477.9874,4153321976.1499,2649923896.4992,366197183.0986,-313001605.1364,-2061377245.509,-3711221122.1122
Total shareholders equity,10583544303.7975,13264000000.0,13587615283.2675,11373333333.3333,12218553459.1195,11623509369.6763,10709284627.0928,8744913928.0125,8418940609.9518,5998502994.012,5229372937.2937
Investments,4750632911.3924,4362666666.6667,4220026350.4611,4632000000.0,3966981132.0755,6187393526.4055,5161339421.6134,4447574334.8983,4624398073.8363,4112275449.1018,4511551155.1155
Net Debt,12593771929.8246,,,,,,,,,,
Other Assets,-95140350.8772,,,,,,,,,,
Other Liabilities,363291139.2405,190666666.6667,525691699.6048,542666666.6667,316037735.849,400340715.5026,327245053.2724,561815336.4632,800963081.8619,718562874.2515,1112211221.1222
