Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,196500000.0,126500000.0,139148000.0,197096000.0,411568000.0,171427000.0,67058000.0,370549000.0,236512000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,196500000.0,126500000.0,139148000.0,197096000.0,411568000.0,171427000.0,67058000.0,370549000.0,236512000.0
Receivables,1694800000.0,986600000.0,941803000.0,684032000.0,613838000.0,477351000.0,402079000.0,373019000.0,347304000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,19258800000.0,7294400000.0,5756149000.0,5347927000.0,5121347000.0,3381640000.0,3058452000.0,2669713000.0,2739567000.0
Property Plant & Equipment Net,1074100000.0,473700000.0,348553000.0,308009000.0,281715000.0,217333000.0,174940000.0,152310000.0,81056000.0
Goodwill and Intangible Assets,17265700000.0,4851500000.0,4526409000.0,4229594000.0,4326058000.0,2738945000.0,2689128000.0,2448572000.0,2568265000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,789900000.0,739500000.0,771139000.0,731622000.0,429623000.0,362785000.0,141361000.0,4292000.0,28168000.0
Total non-current assets,8795300000.0,6232000000.0,3747706000.0,3944981000.0,4072164000.0,2327918000.0,1665826000.0,1793270000.0,1750977000.0
Total assets,24888500000.0,8667000000.0,7044007000.0,6465426000.0,6336083000.0,4189553000.0,3979529000.0,3489710000.0,3370517000.0
Payables,1188700000.0,631900000.0,475602000.0,369576000.0,301806000.0,235764000.0,217623000.0,197520000.0,175846000.0
Short-term debt,248400000.0,115900000.0,138989000.0,124432000.0,124659000.0,96826000.0,98005000.0,20818000.0,15863000.0
Total current liabilities,5889200000.0,1834400000.0,1689012000.0,1295379000.0,963333000.0,685313000.0,869468000.0,440720000.0,424827000.0
Long-term debt,7656400000.0,5590900000.0,3102826000.0,2965439000.0,3292016000.0,1730794000.0,1171880000.0,1750820000.0,1740527000.0
Total debt,7904800000.0,5706800000.0,3241815000.0,3089871000.0,3416675000.0,1827620000.0,1269885000.0,1771638000.0,1756390000.0
Deferred revenue,25100000.0,18900000.0,7907000.0,14470000.0,5480000.0,9053000.0,9667000.0,7313000.0,3987000.0
Tax Liabilities,1137600000.0,846100000.0,851520000.0,1040104000.0,796862000.0,597663000.0,492907000.0,9263000.0,4043000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,8795300000.0,6232000000.0,3747706000.0,3944981000.0,4072164000.0,2327918000.0,1665826000.0,1793270000.0,1750977000.0
Total liabilities,14684500000.0,8066400000.0,5436718000.0,5240360000.0,5035497000.0,3013231000.0,2535294000.0,2233990000.0,2175804000.0
Other comprehensive income,-731200000.0,2900000.0,-6197000.0,-9204000.0,-3768000.0,264000.0,0.0,-9514000.0,0.0
Retained earnings (deficit),593100000.0,558000000.0,689512000.0,476304000.0,328358000.0,203066000.0,69494000.0,51970000.0,15730000.0
Total shareholders equity,9854400000.0,532500000.0,1315665000.0,952788000.0,903013000.0,767931000.0,817926000.0,623698000.0,595457000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,7708300000.0,5580300000.0,3102667000.0,2892775000.0,3005107000.0,1656193000.0,1202827000.0,1401089000.0,1519878000.0
Other Assets,3738400000.0,259500000.0,206907000.0,236371000.0,189330000.0,159135000.0,451940000.0,76429000.0,47134000.0
Other Liabilities,4452100000.0,1086600000.0,1074421000.0,801371000.0,536868000.0,352723000.0,553840000.0,222382000.0,233118000.0
