Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,337704.0,520644.0,523065.0,605380.0,219536.0,99922.0,275036.0,491387.0,1389665.0,356735.0,309914.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,337704.0,520644.0,523065.0,605380.0,219536.0,99922.0,275036.0,491387.0,1389665.0,356735.0,309914.0
Receivables,24665620.0,31428845.0,30690403.0,30033104.0,31866787.0,33286932.0,28383205.0,32681835.0,32963693.0,27903689.0,28393198.0
Inventories,102343517.0,78869615.0,72909996.0,48404882.0,60793478.0,43635266.0,46125187.0,38364621.0,38447982.0,35005957.0,34486027.0
Total current assets,134845678.0,116031991.0,108342275.0,89258293.0,96672673.0,83662858.0,81617353.0,79931164.0,80582765.0,68185840.0,21505099.0
Property Plant & Equipment Net,17655415.0,15768484.0,13307986.0,12607877.0,12753145.0,13763140.0,13088859.0,13083912.0,13713238.0,11855669.0,11256627.0
Goodwill and Intangible Assets,4936950.0,7851886.0,9844138.0,10109138.0,10440805.0,10805805.0,11170805.0,11535805.0,11900805.0,10956812.0,9222077.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,75353.0,836224.0,0.0,0.0,0.0
Tax assets,350378.0,272112.0,2194630.0,164959.0,1553726.0,1606168.0,1831933.0,1916619.0,1707889.0,1905974.0,1701568.0
Total non-current assets,22865944.0,23922163.0,23462612.0,23005097.0,23511134.0,25017094.0,24757546.0,25878702.0,26852868.0,23881531.0,33478759.0
Total assets,157711622.0,139954154.0,131804887.0,112263390.0,120183807.0,108679952.0,106374899.0,105809866.0,107435633.0,92067371.0,88124382.0
Payables,18647572.0,20826834.0,17631552.0,18164983.0,17044726.0,16412895.0,15859636.0,17189208.0,18439446.0,16656257.0,15222689.0
Short-term debt,532747.0,1096306.0,373645.0,362495.0,351383.0,341190.0,998788.0,1182829.0,1384625.0,893291.0,1648312.0
Total current liabilities,31587138.0,34445493.0,29580321.0,28901358.0,27903426.0,27896976.0,28249355.0,30002223.0,31538481.0,29085932.0,30882015.0
Long-term debt,60376714.0,3658391.0,2648179.0,3021824.0,3384319.0,3735702.0,4076892.0,5075680.0,6194195.0,24043295.0,27722046.0
Total debt,60909461.0,4754697.0,3021824.0,3384319.0,3735702.0,4076892.0,5075680.0,6258509.0,7578820.0,24936586.0,29370358.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,544069.0,0.0,0.0,1603614.0,1922351.0,2194966.0,2100180.0,3442528.0,5240971.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,62242098.0,5479247.0,5018542.0,7074208.0,7115277.0,7358909.0,7643298.0,9045256.0,9366946.0,30206635.0,33478759.0
Total liabilities,96954880.0,75353337.0,63636045.0,46512792.0,58820910.0,53237668.0,53634365.0,57351211.0,65727040.0,59292567.0,64360774.0
Other comprehensive income,0.0,744346,7224617,7049173,7828230,7606406,9201179,10103109,9981055,0.0,0.0
Retained earnings (deficit),66414397.0,63848030.0,60935911.0,58693241.0,53527606.0,47829201.0,43532812.0,38349253.0,31721445.0,24392390.0,16140382.0
Total shareholders equity,60756742.0,64600817.0,68168842.0,65750598.0,61362897.0,55442284.0,52740534.0,48458655.0,41708593.0,32774804.0,23763608.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,75353.0,836224.0,0.0,0.0,0.0
Net Debt,60571757.0,4234053.0,2498759.0,2778939.0,3516166.0,3976970.0,4800644.0,5767122.0,6189155.0,24579851.0,29060444.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919459.0,3430144.0
Other Liabilities,3125644.0,35428597.0,29037182.0,10537226.0,23802207.0,17981783.0,17741712.0,18303732.0,24821613.0,11536384.0,14011014.0
