Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,44079000.0,41658000.0,40743000.0,43498000.0
Stock-based compensation,,,,
Operating Cash Flow,52419000.0,40757000.0,98864000.0,61655000.0
Capital Expenditure,-14052000.0,-19044000.0,-10354000.0,-12144000.0
Acquisitions and disposals,36687000.0,-36029000.0,-3672000.0,-68259000.0
Investment purchases and sales,,,,
Investing Cash flow,6449000.0,-81866000.0,-32966000.0,-101178000.0
Issuance (repayment) of debt,,,,
Issuance (buybacks) of shares,,,,
Dividend payments,,,,
Financing Cash Flow,-58739000.0,10343000.0,-55151000.0,67889000.0
Effect of forex changes on cash,-1021000.0,3208000.0,-5244000.0,-4756000.0
Net cash flow / Change in cash,-892000.0,-27558000.0,5503000.0,23610000.0
Free Cash Flow,,,,
Net Cash/Marketcap,,,,
