Date,2018-12-30,2018-12,2017-12-31,2017-12,2017-01-01,2016-12,2016-01-03,2015-12,2014-12-28,2014-12,2013-12-29,2012-12-30,2012-01-01
Cash and cash equivalents,35300000.0,35000000.0,32500000.0,32000000.0,29600000.0,30000000.0,42200000.0,42000000.0,83100000.0,83000000.0,125700000.0,76300000.0,0.0
Short-term investments,135100000.0,,228100000.0,,141200000.0,,142300000.0,,97900000.0,,80700000.0,37700000.0,0.0
Cash and short-term investments,170400000.0,,260600000.0,,170800000.0,,184500000.0,,181000000.0,,206400000.0,114000000.0,0.0
Receivables,1293300000.0,1293000000.0,1286700000.0,1287000000.0,1138300000.0,1138000000.0,1139100000.0,1139000000.0,1122800000.0,1123000000.0,1023100000.0,1013900000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,1400500000.0,1400000000.0,1384300000.0,1384000000.0,1214600000.0,1215000000.0,1227100000.0,1227000000.0,1288200000.0,1288000000.0,1236500000.0,1192600000.0,0.0
Property Plant & Equipment Net,86300000.0,86000000.0,86100000.0,86000000.0,80800000.0,81000000.0,88900000.0,89000000.0,93000000.0,93000000.0,92000000.0,89900000.0,0.0
Goodwill and Intangible Assets,123800000.0,123000000,125300000.0,125000000,89000000.0,89000000,91600000.0,91000000,93000000.0,93000000,94600000.0,97600000.0,0.0
Long-term investments,5000000.0,256000000.0,0.0,346000000.0,0.0,256000000.0,0.0,152000000.0,0.0,108000000.0,0.0,0.0,0.0
Tax assets,198700000.0,199000000.0,183400000.0,183000000.0,180100000.0,180000000.0,0.0,189000000.0,146300000.0,146000000.0,121700000.0,82800000.0,0.0
Total non-current assets,913900000.0,914000000.0,993900000.0,994000000.0,813500000.0,814000000.0,712500000.0,712000000.0,629700000.0,630000000.0,562100000.0,443100000.0,0.0
Total assets,2314400000.0,2314000000.0,2378200000.0,2378000000.0,2028100000.0,2028000000.0,1939600000.0,1940000000.0,1917900000.0,1918000000.0,1798600000.0,1635700000.0,0.0
Payables,540600000.0,541000000.0,537700000.0,538000000.0,455100000.0,455000000.0,405500000.0,406000000.0,364000000.0,364000000.0,342400000.0,295600000.0,0.0
Short-term debt,2200000.0,2000000.0,10200000.0,10000000.0,0.0,000000.0,55500000.0,56000000.0,91900000.0,92000000.0,28300000.0,64100000.0,0.0
Total current liabilities,897500000.0,898000000.0,926200000.0,926000000.0,771100000.0,771000000.0,815800000.0,816000000.0,860100000.0,860000000.0,762000000.0,722300000.0,0.0
Long-term debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total debt,2200000.0,,10200000.0,,0.0,,55500000.0,,91900000.0,,28300000.0,64100000.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,62700000.0,,65200000.0,,51100000.0,,60000000.0,,68800000.0,,68800000.0,65300000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,257400000.0,257000000.0,300500000.0,300000000.0,245000000.0,245000000.0,228400000.0,228000000.0,224100000.0,224000000.0,214000000.0,172400000.0,0.0
Total liabilities,1154900000.0,1155000000.0,1226700000.0,1227000000.0,1016100000.0,1016000000.0,1044200000.0,1044000000.0,1084200000.0,1084000000.0,976000000.0,894700000.0,0.0
Other comprehensive income,1900000,-17000000.0,500000,131000000.0,0.0,59000000.0,0.0,61000000.0,0.0,51000000.0,0.0,0.0,0.0
Retained earnings (deficit),1138100000.0,1138000000.0,983600000.0,984000000.0,923600000.0,924000000.0,813500000.0,814000000.0,767400000.0,767000000.0,751300000.0,700000000.0,0.0
Total shareholders equity,1159500000.0,1160000000.0,1151500000.0,1152000000.0,1012000000.0,1012000000.0,895400000.0,895000000.0,833700000.0,834000000.0,822600000.0,741000000.0,0.0
Investments,140100000.0,256000000.0,228100000.0,346000000.0,141200000.0,256000000.0,142300000.0,152000000.0,97900000.0,108000000.0,80700000.0,37700000.0,0.0
Net Debt,-33100000.0,-33000000,-22300000.0,-22000000,-29600000.0,-30000000,13300000.0,14000000,8800000.0,9000000,-97400000.0,-12200000.0,0.0
Other Assets,0.0,76000000,0.0,65000000,0.0,208000000,0.0,191000000,0.0,190000000,0.0,0.0,0.0
Other Liabilities,0.0,120000000,0.0,72000000,0.0,42000000,0.0,47000000,0.0,39000000,0.0,0.0,0.0
