Date,2018-06-30,2018-06,2017-07-01,2017-06,2016-07-02,2016-06,2015-06-27,2015-06,2014-06-28,2014-06,2013-06-29,2012-06-30
Cash and cash equivalents,245688000.0,246000000.0,219270000.0,219000000.0,95929000.0,96000000.0,111840000.0,112000000.0,98973000.0,99000000.0,84635000.0,61760000.0
Short-term investments,77440000.0,77000000.0,37559000.0,38000000.0,0.0,000000.0,0.0,000000.0,95000.0,0000000.0,200000.0,0.0
Cash and short-term investments,323128000.0,77000000.0,256829000.0,38000000.0,95929000.0,000000.0,111840000.0,000000.0,99068000.0,0000000.0,84835000.0,61760000.0
Receivables,100482000.0,100000000.0,122287000.0,122000000.0,93571000.0,94000000.0,74815000.0,75000000.0,82872000.0,83000000.0,100853000.0,74666000.0
Inventories,106678000.0,107000000.0,101068000.0,101000000.0,76369000.0,76000000.0,66342000.0,66000000.0,71099000.0,71000000.0,118099000.0,78444000.0
Total current assets,565463000.0,155000000.0,521770000.0,143000000.0,290175000.0,69000000.0,279018000.0,47000000.0,303369000.0,62000000.0,341601000.0,228066000.0
Property Plant & Equipment Net,137438000.0,137000000.0,114333000.0,114000000.0,65045000.0,65000000.0,41766000.0,42000000.0,50768000.0,51000000.0,91332000.0,59616000.0
Goodwill and Intangible Assets,61000.0,0,699000.0,1000000,1498000.0,1000000,2579000.0,3000000,8536000.0,9000000,10233000.0,27549000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,16625000.0,17000000.0,25774000.0,26000000.0,882000.0,000000.0,969000.0,000000.0,4077000.0,000000.0,7511000.0,8532000.0
Total non-current assets,155336000.0,16000000.0,143379000.0,18000000.0,68874000.0,83000000.0,46866000.0,81000000.0,62316000.0,30000000.0,108293000.0,100240000.0
Total assets,720799000.0,721000000.0,665149000.0,665000000.0,359049000.0,359000000.0,325884000.0,326000000.0,365685000.0,366000000.0,449894000.0,328306000.0
Payables,68221000.0,69000000.0,88316000.0,96000000.0,71201000.0,78000000.0,53133000.0,58000000.0,71283000.0,90000000.0,96472000.0,60098000.0
Short-term debt,2386000.0,,2368000.0,,3753000.0,,3580000.0,,5387000.0,,8281000.0,25500000.0
Total current liabilities,112293000.0,112000000.0,133183000.0,133000000.0,109772000.0,110000000.0,92361000.0,92000000.0,128162000.0,128000000.0,228162000.0,135542000.0
Long-term debt,857000.0,000000.0,1379000.0,000000.0,2105000.0,62000000.0,1167000.0,61000000.0,4539000.0,000000.0,9914000.0,0.0
Total debt,3243000.0,000000.0,3747000.0,000000.0,5858000.0,62000000.0,4747000.0,61000000.0,9926000.0,000000.0,18195000.0,25500000.0
Deferred revenue,0.0,5000000.0,0.0,6000000.0,0.0,7000000.0,0.0,9000000.0,0.0,11000000.0,0.0,0.0
Tax Liabilities,3084000.0,,3515000.0,,3779000.0,,4058000.0,,4164000.0,,2779000.0,7248000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,12154000.0,16000000.0,13777000.0,18000000.0,15904000.0,83000000.0,11466000.0,81000000.0,23423000.0,30000000.0,44047000.0,18081000.0
Total liabilities,128783000.0,129000000.0,151476000.0,151000000.0,192438000.0,192000000.0,172884000.0,173000000.0,157757000.0,158000000.0,295762000.0,160655000.0
Other comprehensive income,1703331000,43000000.0,1688777000,41000000.0,1471280000,40000000.0,1464567000,42000000.0,1458487000,46000000.0,1429155000,1330172000
Retained earnings (deficit),-1155568000.0,-1156000000.0,-1217753000.0,-1218000000.0,-1345612000.0,-1346000000.0,-1354192000.0,-1354000000.0,-1297500000.0,-1298000000.0,-1315319000.0,-1192574000.0
Total shareholders equity,592016000.0,592000000.0,513673000.0,514000000.0,166611000.0,167000000.0,153000000.0,153000000.0,207928000.0,208000000.0,154132000.0,167651000.0
Investments,77440000.0,,37559000.0,,0.0,,0.0,,95000.0,,200000.0,0.0
Net Debt,-242445000.0,-246000000,-215523000.0,-219000000,-90071000.0,-34000000,-107093000.0,-51000000,-89047000.0,-99000000,-66440000.0,-36260000.0
Other Assets,0.0,1000000,0.0,4000000,0.0,3000000,0.0,6000000,0.0,8000000,0.0,0.0
Other Liabilities,4336000.0,30000000,4516000.0,29000000,66762000.0,28000000,69057000.0,23000000,6172000.0,24000000,23553000.0,7032000.0
