Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,286000000.0,1000000.0,185000000.0,2000000.0,48000000.0,8300000.0,425100000.0,0.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,3300000.0,1500000.0,11300000.0,0.0,0.0
Cash and short-term investments,286000000.0,1000000.0,185000000.0,2000000.0,48000000.0,8300000.0,425100000.0,0.0,0.0
Receivables,4000000.0,5000000.0,83000000.0,76000000.0,21400000.0,21500000.0,100000.0,200000.0,100000.0
Inventories,13000000.0,13000000.0,12000000.0,11000000.0,2500000.0,2200000.0,600000.0,300000.0,0.0
Total current assets,414000000.0,129000000.0,292000000.0,100000000.0,77400000.0,36200000.0,439400000.0,500000.0,400000.0
Property Plant & Equipment Net,3349000000.0,3052000000.0,2918000000.0,2675000000.0,492400000.0,485100000.0,135900000.0,135800000.0,127300000.0
Goodwill and Intangible Assets,185000000.0,185000000.0,185000000.0,185000000.0,2500000.0,10900000.0,2500000.0,2500000.0,2500000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0
Total non-current assets,6547000000.0,5690000000.0,5042000000.0,4009000000.0,1446100000.0,503300000.0,144800000.0,144400000.0,134300000.0
Total assets,6961000000.0,5819000000.0,5334000000.0,4109000000.0,1523500000.0,539500000.0,584200000.0,144900000.0,134700000.0
Payables,84000000.0,88000000.0,39000000.0,31000000.0,8300000.0,10200000.0,5200000.0,1600000.0,2800000.0
Short-term debt,25000000.0,50000000.0,25000000.0,15000000.0,100000.0,300000.0,400000.0,0.0,0.0
Total current liabilities,199000000.0,270000000.0,171000000.0,111000000.0,37700000.0,33700000.0,9600000.0,2400000.0,3600000.0
Long-term debt,3491000000.0,2998000000.0,2920000000.0,2396000000.0,1090700000.0,18000000.0,0.0,0.0,0.0
Total debt,3516000000.0,3048000000.0,2945000000.0,2411000000.0,1090800000.0,18300000.0,400000.0,0.0,0.0
Deferred revenue,16000000.0,60000000.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,10000000.0,9000000.0,15000000.0,10000000.0,5100000.0,2700000.0,1000000.0,600000.0,700000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3594000000.0,3028000000.0,3052000000.0,2421000000.0,1091500000.0,19000000.0,100000.0,500000.0,700000.0
Total liabilities,4127000000.0,3310000000.0,3173000000.0,2543000000.0,1133400000.0,467300000.0,10100000.0,2900000.0,4300000.0
Other comprehensive income,2836000000,2511000000,2163000000,1568000000,393100000,72200000,574100000,0.0,0.0
Retained earnings (deficit),-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1500000.0,0.0,0.0,,
Total shareholders equity,2834000000.0,2509000000.0,2161000000.0,1566000000.0,390100000.0,72200000.0,574100000.0,142000000.0,130400000.0
Investments,0.0,0.0,0.0,0.0,3300000.0,1500000.0,11300000.0,0.0,0.0
Net Debt,3230000000.0,3047000000.0,2760000000.0,2409000000.0,1042800000.0,10000000.0,-424700000.0,0.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
Other Liabilities,334000000.0,12000000.0,0.0,11000000.0,4200000.0,414600000.0,400000.0,800000.0,800000.0
