Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,2367000000.0,2724000000.0,6188000000.0,6607000000.0
Short-term investments,21000000.0,100000000.0,4000000.0,0.0
Cash and short-term investments,2388000000.0,2824000000.0,6192000000.0,6607000000.0
Receivables,4844000000.0,6006000000.0,7932000000.0,5374000000.0
Inventories,6214000000.0,6899000000.0,8376000000.0,7363000000.0
Total current assets,16815000000.0,39370000000.0,27244000000.0,23659000000.0
Property Plant & Equipment Net,20996000000.0,21418000000.0,23812000000.0,23486000000.0
Goodwill and Intangible Assets,12555000000.0,14071000000.0,19487000000.0,21298000000.0
Long-term investments,2588000000.0,6326000000.0,6846000000.0,7424000000.0
Tax assets,2213000000.0,1779000000.0,1722000000.0,3079000000.0
Total non-current assets,43709000000.0,44329000000.0,52696000000.0,55852000000.0
Total assets,60524000000.0,83699000000.0,79940000000.0,79511000000.0
Payables,3889000000.0,4456000000.0,5360000000.0,4519000000.0
Short-term debt,435000000.0,636000000.0,1236000000.0,907000000.0
Total current liabilities,10679000000.0,15547000000.0,14377000000.0,12604000000.0
Long-term debt,15975000000.0,19253000000.0,19765000000.0,20456000000.0
Total debt,16410000000.0,19889000000.0,21001000000.0,21363000000.0
Deferred revenue,193000000.0,0.0,0.0,0.0
Tax Liabilities,522000000.0,1058000000.0,1458000000.0,1523000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,24476000000.0,34531000000.0,38554000000.0,39678000000.0
Total liabilities,46983000000.0,50078000000.0,52931000000.0,52282000000.0
Other comprehensive income,6734000000,-9885000000.0,-8591000000.0,-9822000000.0
Retained earnings (deficit),17045000000.0,35460000000.0,28050000000.0,30338000000.0
Total shareholders equity,13541000000.0,32483000000.0,25823000000.0,25987000000.0
Investments,2609000000.0,6426000000.0,6850000000.0,7424000000.0
Net Debt,14043000000.0,17065000000.0,14809000000.0,14756000000.0
Other Assets,0.0,23641000000.0,4744000000.0,4315000000.0
Other Liabilities,11828000000.0,10455000000.0,7781000000.0,7178000000.0
