Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31
Cash and cash equivalents,192538000.0,193000000.0,107343000.0,107000000.0,168252000.0,168000000.0,68096000.0,68000000.0,76704000.0,77000000.0,0.0
Short-term investments,166993000.0,167000000.0,153749000.0,154000000.0,96555000.0,97000000.0,41624000.0,42000000.0,38381000.0,38000000.0,1226000.0
Cash and short-term investments,359531000.0,167000000.0,261092000.0,154000000.0,264807000.0,97000000.0,109720000.0,42000000.0,115085000.0,38000000.0,1226000.0
Receivables,75535000.0,76000000.0,62571000.0,63000000.0,61051000.0,61000000.0,47446000.0,47000000.0,44446000.0,44000000.0,326000.0
Inventories,617000.0,1000000.0,590000.0,1000000.0,815000.0,1000000.0,259000.0,0000000.0,512000.0,1000000.0,0.0
Total current assets,450629000.0,77000000.0,332243000.0,77000000.0,334717000.0,63000000.0,161822000.0,59000000.0,164390000.0,12000000.0,1552000.0
Property Plant & Equipment Net,25407000.0,25000000.0,21496000.0,21000000.0,12164000.0,12000000.0,7618000.0,8000000.0,5475000.0,5000000.0,0.0
Goodwill and Intangible Assets,39573000.0,39000000,45841000.0,45000000,42963000.0,43000000,44371000.0,44000000,0.0,0,0.0
Long-term investments,0.0,7000000.0,0.0,5000000.0,0.0,5000000.0,0.0,4000000.0,0.0,4000000.0,0.0
Tax assets,2022000.0,2000000.0,1220000.0,1000000.0,588000.0,1000000.0,329000.0,0000000.0,42000.0,0000000.0,631000.0
Total non-current assets,77433000.0,47000000.0,76576000.0,39000000.0,62952000.0,37000000.0,58823000.0,40000000.0,12101000.0,26000000.0,-1552000.0
Total assets,528062000.0,528000000.0,408819000.0,409000000.0,397669000.0,398000000.0,220645000.0,221000000.0,176491000.0,176000000.0,0.0
Payables,5869000.0,6000000.0,5529000.0,6000000.0,6870000.0,7000000.0,5376000.0,5000000.0,3948000.0,4000000.0,0.0
Short-term debt,640000.0,,683000.0,,893000.0,,641000.0,,594000.0,,459000.0
Total current liabilities,166373000.0,166000000.0,138094000.0,138000000.0,120544000.0,121000000.0,83578000.0,84000000.0,61176000.0,61000000.0,855000.0
Long-term debt,2070000.0,,2111000.0,,1926000.0,,841000.0,,725000.0,,716000.0
Total debt,2710000.0,,2794000.0,,2819000.0,,1482000.0,,1319000.0,,1175000.0
Deferred revenue,126174000.0,33000000.0,104042000.0,26000000.0,79132000.0,28000000.0,56077000.0,25000000.0,40337000.0,23000000.0,0.0
Tax Liabilities,319000.0,4000000.0,435000.0,4000000.0,323000.0,1000000.0,317000.0,2000000.0,325000.0,000000.0,396000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Total non-current liabilities,42014000.0,47000000.0,35222000.0,39000000.0,33966000.0,37000000.0,36755000.0,40000000.0,25774000.0,26000000.0,2678000.0
Total liabilities,212945000.0,213000000.0,176856000.0,177000000.0,157468000.0,157000000.0,123402000.0,123000000.0,87655000.0,88000000.0,3533000.0
Other comprehensive income,572106000,-0000000.0,510257000,-1000000.0,448069000,-1000000.0,256388000,-1000000.0,187957000,-0000000.0,0.0
Retained earnings (deficit),-256537000.0,-257000000.0,-276819000.0,-277000000.0,-206540000.0,-207000000.0,-157658000.0,-158000000.0,-98695000.0,-99000000.0,0.0
Total shareholders equity,315117000.0,315000000.0,231963000.0,232000000.0,240201000.0,240000000.0,97243000.0,97000000.0,88836000.0,89000000.0,-3533000.0
Investments,166993000.0,7000000.0,153749000.0,5000000.0,96555000.0,5000000.0,41624000.0,4000000.0,38381000.0,4000000.0,1226000.0
Net Debt,-189828000.0,-193000000,-104549000.0,-107000000,-165433000.0,-168000000,-66614000.0,-68000000,-75385000.0,-77000000,1175000.0
Other Assets,0.0,11000000,0.0,4000000,0.0,5000000,0.0,4000000,0.0,3000000,0.0
Other Liabilities,4558000.0,26000000,3540000.0,26000000,2958000.0,33000000,3069000.0,27000000,705000.0,16000000,0.0
