Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,6692557.0,3117740.0,1662346.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,6692557.0,3117740.0,1662346.0
Receivables,1806505.0,1716603.0,2361802.0
Inventories,0.0,0.0,0.0
Total current assets,8738324.0,5134009.0,4283194.0
Property Plant & Equipment Net,21302.0,34067.0,21011.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,139091.0,217402.0,303090.0
Total non-current assets,156773.0,251469.0,93010.0
Total assets,8895097.0,5385478.0,4376204.0
Payables,575087.0,473685.0,859893.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,712782.0,598484.0,1023207.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,137695.0,124799.0,166338.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,3024.0
Total liabilities,712782.0,598484.0,1026231.0
Other comprehensive income,-229587.0,-60066.0,-330085.0
Retained earnings (deficit),1526110.0,2042081.0,998639.0
Total shareholders equity,8204981.0,4786994.0,3349973.0
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,,,
Other Liabilities,137695.0,124799.0,163314.0
