Date,2009-01,2008-01,2007-01,2006-01,2005-01
Cash and cash equivalents,2000000.0,3000000.0,1000000.0,2000000.0,1000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,11000000.0,11000000.0,10000000.0,7000000.0,9000000.0
Inventories,358000000.0,404000000.0,349000000.0,308000000.0,264000000.0
Total current assets,230000000.0,246000000.0,150000000.0,137000000.0,106000000.0
Property Plant & Equipment Net,,,,,
Goodwill and Intangible Assets,66000000,74000000,4000000,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,84000000.0,99000000.0,44000000.0,57000000.0,31000000.0
Total assets,613000000.0,680000000.0,522000000.0,459000000.0,386000000.0
Payables,64000000.0,73000000.0,63000000.0,35000000.0,39000000.0
Short-term debt,230000000.0,254000000.0,170000000.0,175000000.0,114000000.0
Total current liabilities,349000000.0,387000000.0,281000000.0,252000000.0,193000000.0
Long-term debt,78000000.0,64000000.0,5000000.0,20000000.0,000000.0
Total debt,78000000.0,64000000.0,5000000.0,20000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,6000000.0,7000000.0,000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,84000000.0,99000000.0,44000000.0,57000000.0,31000000.0
Total liabilities,433000000.0,486000000.0,325000000.0,309000000.0,224000000.0
Other comprehensive income,000000.0,000000.0,-4000000.0,-4000000.0,-4000000.0
Retained earnings (deficit),-99000000.0,-84000000.0,-52000000.0,-38000000.0,-25000000.0
Total shareholders equity,180000000.0,194000000.0,197000000.0,150000000.0,162000000.0
Investments,,,,,
Net Debt,306000000,315000000,174000000,193000000,113000000
Other Assets,2000000,4000000,1000000,5000000,4000000
Other Liabilities,0,27000000,62000000,37000000,31000000
