Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,298781000.0,0.0,503093000.0,1003279000.0
Short-term investments,1975000.0,0.0,0.0,0.0
Cash and short-term investments,300756000.0,0.0,503093000.0,1003279000.0
Receivables,448399000.0,0.0,371808000.0,267150000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,903254000.0,0.0,1718987000.0,1875586000.0
Property Plant & Equipment Net,5828881000.0,0.0,6597635000.0,3017015000.0
Goodwill and Intangible Assets,21032497000.0,0.0,28848455000.0,262345000.0
Long-term investments,109344000.0,0.0,5606000.0,0.0
Tax assets,895792000.0,0.0,0.0,
Total non-current assets,32710554000.0,0.0,34779591000.0,
Total assets,33613808000.0,0.0,36498578000.0,6867293000.0
Payables,857502000.0,0.0,2583035000.0,453653000.0
Short-term debt,98134000.0,0.0,1601967000.0,993664000.0
Total current liabilities,2021191000.0,0.0,3711911000.0,2188642000.0
Long-term debt,7974000.0,0.0,20678098000.0,8594788000.0
Total debt,106108000.0,0.0,22280065000.0,
Deferred revenue,140053000.0,0.0,101794000.0,
Tax Liabilities,2580000.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,4906671000.0,0.0,30676012000.0,
Total liabilities,29942867000.0,0.0,34387923000.0,11778877000.0
Other comprehensive income,3425933000,0.0,1979000.0,
Retained earnings (deficit),251830000.0,0.0,-963312000.0,-4059411000.0
Total shareholders equity,3670941000.0,0.0,2042221000.0,-4911316000.0
Investments,111319000.0,0.0,5606000.0,13825000.0
Net Debt,-192673000.0,0.0,21776972000.0,
Other Assets,0.0,0.0,844086000.0,
Other Liabilities,23015005000.0,0.0,-473091000.0,741325000.0
