Date,2018-06-30,2018-06,2017-06-30,2017-06,2016-06-30,2016-06,2015-06-30,2015-06,2014-06-30,2014-06,2013-06-30,2012-06-30
Cash and cash equivalents,2984532.0,3000000.0,11782962.0,12000000.0,17189089.0,17000000.0,10757461.0,11000000.0,10360721.0,10000000.0,1096621.0,0.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,2984532.0,,11782962.0,,17189089.0,,10757461.0,,10360721.0,,1096621.0,0.0
Receivables,215009.0,0000000.0,469906.0,0000000.0,172633.0,0000000.0,113093.0,0000000.0,1051024.0,1000000.0,446925.0,0.0
Inventories,1220448.0,1000000.0,2482013.0,2000000.0,1869942.0,2000000.0,1198117.0,1000000.0,1352970.0,1000000.0,2459776.0,0.0
Total current assets,5877634.0,4000000.0,15460699.0,6000000.0,27380613.0,7000000.0,13275333.0,7000000.0,13221621.0,7000000.0,4425092.0,0.0
Property Plant & Equipment Net,775545.0,1000000.0,3446253.0,3000000.0,3889106.0,4000000.0,4164912.0,4000000.0,4382203.0,4000000.0,5179707.0,0.0
Goodwill and Intangible Assets,809363.0,2000000,817612.0,1000000,885656.0,1000000,803079.0,1000000,803079.0,1000000,1214152.0,0.0
Long-term investments,0.0,2000000.0,814546.0,2000000.0,0.0,2000000.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,4403298.0,3000000.0,6353558.0,2000000.0,6891359.0,16000000.0,7376519.0,3000000.0,6831522.0,4000000.0,8697981.0,0.0
Total assets,10280932.0,10000000.0,21814257.0,22000000.0,34271972.0,34000000.0,20651852.0,21000000.0,20053143.0,20000000.0,13123073.0,0.0
Payables,1142256.0,1000000.0,487185.0,0000000.0,569226.0,1000000.0,1056744.0,1000000.0,589642.0,1000000.0,570932.0,0.0
Short-term debt,0.0,000000.0,317497.0,0000000.0,332707.0,0000000.0,324626.0,0000000.0,0.0,0000000.0,0.0,0.0
Total current liabilities,2555230.0,3000000.0,2493346.0,2000000.0,1861403.0,2000000.0,3923042.0,4000000.0,4498589.0,4000000.0,4600949.0,0.0
Long-term debt,331827.0,0000000.0,740586.0,1000000.0,1057720.0,1000000.0,1053581.0,1000000.0,2396269.0,2000000.0,3281588.0,0.0
Total debt,331827.0,0000000.0,1058083.0,1000000.0,1390427.0,1000000.0,1378207.0,1000000.0,2396269.0,2000000.0,3281588.0,0.0
Deferred revenue,176294.0,1000000.0,90876.0,0000000.0,201352.0,13000000.0,1177155.0,000000.0,741145.0,000000.0,2194262.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,196583.0,,193097.0,0.0
Deposit Liabilities,104724.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,870764.0,3000000.0,1163224.0,2000000.0,14347720.0,16000000.0,1053581.0,3000000.0,2396269.0,4000000.0,3281588.0,0.0
Total liabilities,5194589.0,5000000.0,4955535.0,5000000.0,17636284.0,18000000.0,6710817.0,7000000.0,8189956.0,8000000.0,9300871.0,0.0
Other comprehensive income,143009298,-2000000.0,141822620,-2000000.0,137585536,-2000000.0,117104962,-2000000.0,102286476,-2000000.0,85464055,0.0
Retained earnings (deficit),-137609659.0,-138000000.0,-124639644.0,-125000000.0,-120550108.0,-121000000.0,-102674049.0,-103000000.0,-89788242.0,-90000000.0,-80932824.0,0.0
Total shareholders equity,5086343.0,5000000.0,16858722.0,17000000.0,16635688.0,17000000.0,13941035.0,14000000.0,11863187.0,12000000.0,3822202.0,0.0
Investments,0.0,2000000.0,814546.0,2000000.0,0.0,2000000.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0
Net Debt,-2652705.0,-3000000,-10724879.0,-11000000,-15798662.0,-16000000,-9379254.0,-10000000,-7964452.0,-8000000,2184967.0,0.0
Other Assets,0.0,1000000,0.0,0,0.0,8000000,0.0,1000000,0.0,0,0.0,0.0
Other Liabilities,1768595.0,1000000,1298965.0,0,1427161.0,0,1734194.0,0,1295098.0,0,1418334.0,0.0
