Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,226518958.0318,54072097.9444,41440892.7286
Short-term investments,159101881.3314,100329504.2322,4751619.8704
Cash and short-term investments,385620839.3632,154401602.1766,46192512.599
Receivables,8151808.9725,3802750.9069,1778257.7394
Inventories,97763096.9609,50298972.1886,14030669.5464
Total current assets,550933574.5297,242677750.9069,73624766.0187
Property Plant & Equipment Net,5347901.5919,2805018.1378,1232685.3852
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,2460057.8871,76632.4063,0.0
Tax assets,8196816.2084,7336759.3712,2972066.2347
Total non-current assets,16186396.5268,10218409.9154,4204751.6199
Total assets,567119971.0564,252896160.8222,77829517.6386
Payables,371640231.5485,202894347.0375,51348596.1123
Short-term debt,0.0,0.0,0.0
Total current liabilities,450797250.3618,251798669.8912,67792224.622
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,79157018.8133,48904322.8537,16169186.4651
Tax Liabilities,28509.4067,780532.0435,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,28509.4067,780532.0435,0.0
Total liabilities,450825759.7685,252579201.9347,67792224.622
Other comprehensive income,8041244.5731,0.0,0.0
Retained earnings (deficit),-605053835.0217,-290633010.8827,-26958819.2945
Total shareholders equity,-595776700.4342,-289994105.1995,-26814830.8135
Investments,161561939.2185,100406136.6385,4751619.8704
Net Debt,,,
Other Assets,61880254.7034,,
Other Liabilities,79157018.8133,48904322.8537,16443628.5097
