Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,400667000.0,401000000.0,134652000.0,135000000.0,5700000.0,6000000.0,114131000.0,114000000.0,13388000.0,13000000.0,35090000.0,20225000.0,13000000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Cash and short-term investments,400667000.0,,134652000.0,,5700000.0,,114131000.0,,13388000.0,,35090000.0,20225000.0,13000000.0
Receivables,35916000.0,36000000.0,35403000.0,35000000.0,39038000.0,119000000.0,30338000.0,30000000.0,30661000.0,102000000.0,28485000.0,23760000.0,20074000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,436583000.0,,170055000.0,,44738000.0,,144469000.0,,44049000.0,,63575000.0,43985000.0,33074000.0
Property Plant & Equipment Net,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,1680000.0,,1081000.0,,3566000.0,,1447000.0,,1497000.0,,1286000.0,5250000.0,10654000.0
Total non-current assets,3378358000.0,,3774024000.0,,4030079000.0,,3555480000.0,,3536989000.0,,3192995000.0,2789290000.0,2321971000.0
Total assets,3814941000.0,3815000000.0,3944079000.0,3944000000.0,4074817000.0,4075000000.0,3699949000.0,3700000000.0,3581038000.0,3581000000.0,3256570000.0,2833275000.0,2355045000.0
Payables,134216000.0,,171965000.0,,181854000.0,,161835000.0,,161085000.0,,101365000.0,78407000.0,73817000.0
Short-term debt,0.0,,0.0,,21000000.0,,0.0,,220606000.0,,153000000.0,265000000.0,120193000.0
Total current liabilities,134216000.0,,171965000.0,,202854000.0,,161835000.0,,381691000.0,,254365000.0,344115000.0,194010000.0
Long-term debt,0.0,1120000000.0,0.0,1119000000.0,21000000.0,1430000000.0,0.0,1021000000.0,220606000.0,1255000000.0,153000000.0,265000000.0,120193000.0
Total debt,0.0,1120000000.0,0.0,1119000000.0,42000000.0,1430000000.0,0.0,1021000000.0,441212000.0,1255000000.0,306000000.0,530000000.0,240386000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,708000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1680000.0,,1081000.0,,24566000.0,,1447000.0,,220606000.0,,153000000.0,265000000.0,120193000.0
Total liabilities,1341790000.0,1342000000.0,1386014000.0,1386000000.0,1700550000.0,1701000000.0,1258240000.0,1258000000.0,1477647000.0,1478000000.0,1403444000.0,1067662000.0,911578000.0
Other comprehensive income,2766847000,11000000.0,2830133000,2000000.0,2679284000,-0000000.0,2673822000,1000000.0,2093146000,5000000.0,1867641000,0.0,0.0
Retained earnings (deficit),-305708000.0,-306000000.0,-275564000.0,-276000000.0,-306051000.0,-306000000.0,-233988000.0,-234000000.0,4603000.0,-282000000.0,-7735000.0,1771243000.0,1443500000.0
Total shareholders equity,2473151000.0,2473000000.0,2558065000.0,2558000000.0,2374267000.0,2374000000.0,2441709000.0,2442000000.0,2103391000.0,2103000000.0,1853126000.0,1765613000.0,1443467000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Debt,-400667000.0,719000000,-134652000.0,984000000,36300000.0,1424000000,-114131000.0,907000000,427824000.0,1242000000,270910000.0,509775000.0,227386000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Other Liabilities,1205894000.0,0,1212968000.0,0,1473130000.0,0,1094958000.0,0,875350000.0,0,996079000.0,458547000.0,597375000.0
