Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,-257000000.0,399000000.0,758000000.0,9000000.0
Stock-based compensation,228000000.0,247000000.0,213000000.0,176000000.0
Operating Cash Flow,61000000.0,-243000000.0,-236000000.0,-192000000.0
Capital Expenditure,0.0,-102000000.0,1731000000.0,-83000000.0
Acquisitions and disposals,-0.0,-115000000.0,52000000.0,-185000000.0
Investment purchases and sales,-881000000.0,-7439000000.0,-7611000000.0,-2682000000.0
Investing Cash flow,-2049000000.0,-9689000000.0,-5768000000.0,-2141000000.0
Issuance (repayment) of debt,-1690000000.0,-368000000.0,-1707000000.0,-317000000.0
Issuance (buybacks) of shares,-648000000.0,0.0,0.0,0.0
Dividend payments,-157000000.0,0.0,0.0,0.0
Financing Cash Flow,1655000000.0,9070000000.0,5111000000.0,2898000000.0
Effect of forex changes on cash,-12000000.0,22000000.0,-10000000.0,-10000000.0
Net cash flow / Change in cash,-345000000.0,-840000000.0,-903000000.0,555000000.0
Free Cash Flow,61000000.0,-345000000.0,1495000000.0,-275000000.0
Net Cash/Marketcap,0.0,0.0605,0.0605,0.0605
