Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,23099000.0,17099507.0,2725996.0,5494523.0,7956710.0,1288770.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,23099000.0,17099507.0,2725996.0,5494523.0,7956710.0,1288770.0
Receivables,0.0,0.0,133337.0,156127.0,0.0,149605.0
Inventories,0.0,0.0,660391.0,551008.0,109336.0,0.0
Total current assets,24670000.0,17993807.0,3801294.0,6404300.0,8338318.0,1523524.0
Property Plant & Equipment Net,12000.0,22885.0,102560.0,85745.0,57607.0,63167.0
Goodwill and Intangible Assets,18469000.0,20413056.0,942995.0,993147.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,27678000.0,23533167.0,32017896.0,0.0,0.0,0.0
Total non-current assets,18481000.0,21027858.0,1763558.0,1796895.0,57607.0,63167.0
Total assets,43151000.0,39021665.0,5564852.0,8201195.0,8395925.0,1586691.0
Payables,934000.0,633104.0,537891.0,695056.0,986799.0,57721.0
Short-term debt,0.0,0.0,0.0,0.0,101529.0,13991857.0
Total current liabilities,1877000.0,1732769.0,1707378.0,3192735.0,1289785.0,14178229.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,101529.0,13991857.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,964000.0,853504.0,794962.0,691697.0,673247.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4062000.0,4429900.0,164439.0,109404.0,0.0,25272925.0
Total liabilities,12738000.0,12486757.0,2129655.0,4977379.0,18728516.0,39451154.0
Other comprehensive income,157413000,140494981,101730298,89456471,60635664,0.0
Retained earnings (deficit),-127032000.0,-113979312.0,-98311887.0,-86246673.0,-70975024.0,-57100511.0
Total shareholders equity,30413000.0,26534908.0,3435197.0,3223816.0,-10332591.0,-37864463.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-23099000.0,-17099507.0,-2725996.0,-5494523.0,-7855181.0,12703087.0
Other Assets,0.0,0.0,0.0,0.0,0.0,85149.0
Other Liabilities,6799000.0,6324088.0,257838.0,1675240.0,17438731.0,128651.0
