Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,19670613.0,20000000.0,21490586.0,21000000.0,28657956.0,29000000.0,17745077.0,18000000.0,10559899.0,11000000.0,0.0,0.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,19670613.0,,21490586.0,,28657956.0,,17745077.0,,10559899.0,,0.0,0.0
Receivables,9744513.0,10000000.0,10743505.0,11000000.0,13741169.0,14000000.0,12627063.0,13000000.0,11386584.0,11000000.0,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,30096165.0,92000000.0,33027082.0,95000000.0,43281732.0,90000000.0,34752585.0,89000000.0,24959594.0,93000000.0,0.0,0.0
Property Plant & Equipment Net,4919230.0,5000000.0,5260443.0,5000000.0,804427.0,1000000.0,850866.0,1000000.0,853377.0,1000000.0,0.0,0.0
Goodwill and Intangible Assets,74299059.0,74000000,72746930.0,73000000,70511602.0,71000000,69506058.0,70000000,70511765.0,71000000,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,12072118.0,12000000.0,16814737.0,17000000.0,18429737.0,18000000.0,18638737.0,19000000.0,21316520.0,21000000.0,13316979.0,0.0
Total non-current assets,91507568.0,2000000.0,95117459.0,2000000.0,89917494.0,0000000.0,89135458.0,0000000.0,92907190.0,1000000.0,0.0,0.0
Total assets,121603733.0,122000000.0,128144541.0,128000000.0,133199226.0,133000000.0,123888043.0,124000000.0,117866784.0,118000000.0,0.0,0.0
Payables,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Short-term debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current liabilities,30683346.0,31000000.0,29062544.0,29000000.0,31335462.0,31000000.0,27354999.0,27000000.0,24472884.0,24000000.0,345000.0,0.0
Long-term debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deferred revenue,26533983.0,27000000.0,25031100.0,25000000.0,25291499.0,25000000.0,22885287.0,23000000.0,20284178.0,20000000.0,0.0,0.0
Tax Liabilities,31000.0,,154000.0,,159000.0,,105000.0,,62000.0,,345000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,-34862000.0,2000000.0,0.0,2000000.0,0.0,0000000.0,0.0,0000000.0,-18957000.0,1000000.0,3694559.0,0.0
Total liabilities,33130383.0,33000000.0,30964625.0,31000000.0,31619778.0,32000000.0,27774637.0,28000000.0,24995825.0,25000000.0,4039559.0,0.0
Other comprehensive income,109361540,,107668599,,107102433,,105605803,,102717693,,0.0,0.0
Retained earnings (deficit),-21117601.0,-21000000.0,-10714126.0,-11000000.0,-5748113.0,-6000000.0,-9715528.0,-10000000.0,-10065062.0,-10000000.0,0.0,0.0
Total shareholders equity,88473350.0,88000000.0,97179916.0,97000000.0,101579448.0,102000000.0,96113406.0,96000000.0,92870959.0,93000000.0,-4039559.0,0.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,-19670613.0,-20000000,-21490586.0,-21000000,-28657956.0,-29000000,-17745077.0,-18000000,-10559899.0,-11000000,0.0,0.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,37309037.0,2000000,1902081.0,2000000,284316.0,0,419638.0,0,19479941.0,2000000,0.0,0.0
