Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,25057000.0,63421000.0,3568000.0,6923000.0
Short-term investments,882000.0,261000.0,0.0,0.0
Cash and short-term investments,25939000.0,63682000.0,3568000.0,6923000.0
Receivables,39746000.0,12979000.0,4510000.0,1576000.0
Inventories,10470000.0,7532000.0,1365000.0,1692000.0
Total current assets,80765000.0,87554000.0,9846000.0,10703000.0
Property Plant & Equipment Net,296538000.0,151163000.0,54350000.0,46846000.0
Goodwill and Intangible Assets,21776000.0,22571000.0,13040000.0,13004000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,58074000.0,25512000.0,0.0,0.0
Total non-current assets,377842000.0,199506000.0,67390000.0,59850000.0
Total assets,458607000.0,287060000.0,77236000.0,70553000.0
Payables,9127000.0,5000000.0,705000.0,664000.0
Short-term debt,35000.0,33000.0,226000.0,116000.0
Total current liabilities,35325000.0,20501000.0,3075000.0,2672000.0
Long-term debt,154000.0,179000.0,2815000.0,413000.0
Total debt,189000.0,212000.0,3041000.0,529000.0
Deferred revenue,12990000.0,0.0,0.0,0.0
Tax Liabilities,774000.0,15000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,25090000.0,358000.0,2815000.0,413000.0
Total liabilities,260157000.0,161768000.0,5890000.0,3085000.0
Other comprehensive income,162672000,121466000,0.0,0.0
Retained earnings (deficit),35507000.0,3636000.0,2079000.0,-724000.0
Total shareholders equity,198450000.0,125292000.0,71346000.0,67468000.0
Investments,882000.0,261000.0,0.0,0.0
Net Debt,-24868000.0,-63209000.0,-527000.0,-6394000.0
Other Assets,0.0,0.0,403000.0,512000.0
Other Liabilities,199742000.0,140909000.0,2144000.0,1892000.0
