Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,71976000.0,45660000.0,56075000.0
Short-term investments,235328000.0,0.0,0.0
Cash and short-term investments,307304000.0,45660000.0,56075000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,313750000.0,47104000.0,56334000.0
Property Plant & Equipment Net,6356000.0,125000.0,84000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,1216000.0,238000.0,41000.0
Total non-current assets,8215000.0,388000.0,133000.0
Total assets,321965000.0,47492000.0,56467000.0
Payables,10918000.0,1218000.0,212000.0
Short-term debt,218000.0,0.0,0.0
Total current liabilities,42554000.0,17430000.0,2302000.0
Long-term debt,0.0,0.0,0.0
Total debt,218000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,1216000.0,0.0,0.0
Total liabilities,42698000.0,17430000.0,2302000.0
Other comprehensive income,473492000,0.0,0.0
Retained earnings (deficit),-194225000.0,-90998000.0,-26125000.0
Total shareholders equity,279267000.0,-89708000.0,-25732000.0
Investments,235328000.0,0.0,0.0
Net Debt,-71758000.0,-45660000.0,-56075000.0
Other Assets,0.0,1444000.0,259000.0
Other Liabilities,0.0,16212000.0,2090000.0
