Date,2018-12-29,2017-12-30,2016-12-31,2016-01-03,2014-12-28
Cash and cash equivalents,1130000000.0,1629000000.0,4204000000.0,4837000000.0,2298000000.0
Short-term investments,1928000000.0,935000000.0,129000000.0,583000000.0,0.0
Cash and short-term investments,1130000000.0,1629000000.0,4204000000.0,4837000000.0,2298000000.0
Receivables,2129000000.0,921000000.0,769000000.0,871000000.0,851000000.0
Inventories,2667000000.0,2815000000.0,2684000000.0,2618000000.0,1185000000.0
Total current assets,9075000000.0,7266000000.0,8753000000.0,9780000000.0,4915000000.0
Property Plant & Equipment Net,7078000000.0,7120000000.0,6688000000.0,6524000000.0,2365000000.0
Goodwill and Intangible Assets,85971000000.0,1.04273e+11,1.03422e+11,1.05171e+11,28147000000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,152000000.0,582000000.0,0.0,0.0,0.0
Total non-current assets,94386000000.0,1.12966e+11,1.11727e+11,1.13193e+11,31656000000.0
Total assets,1.03461e+11,1.20232e+11,1.2048e+11,1.22973e+11,36571000000.0
Payables,4153000000.0,4449000000.0,3996000000.0,2844000000.0,1651000000.0
Short-term debt,377000000.0,2743000000.0,2046000000.0,1324000000.0,0.0
Total current liabilities,7503000000.0,10132000000.0,9501000000.0,6932000000.0,3092000000.0
Long-term debt,30770000000.0,28333000000.0,29713000000.0,25151000000.0,13358000000.0
Total debt,31147000000.0,31076000000.0,31759000000.0,26475000000.0,13358000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,387000000.0,152000000.0,255000000.0,417000000.0,4099000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,43874000000.0,43426000000.0,51367000000.0,47400000000.0,17794000000.0
Total liabilities,51804000000.0,54198000000.0,63122000000.0,65288000000.0,20886000000.0
Other comprehensive income,58441000000,58487000000,58386000000,58344000000,-574000000.0
Retained earnings (deficit),-4853000000.0,8589000000.0,588000000.0,0.0,0.0
Total shareholders equity,51657000000.0,66034000000.0,57358000000.0,57685000000.0,7117000000.0
Investments,1928000000.0,935000000.0,129000000.0,583000000.0,0.0
Net Debt,30017000000.0,29447000000.0,27555000000.0,21638000000.0,11060000000.0
Other Assets,0.0,0.0,0.0,0.0,581000000.0
Other Liabilities,427000000.0,640000000.0,2254000000.0,10956000000.0,1441000000.0
