Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,42517000.0,285245.0,529088.0,43856.0,98898.0
Short-term investments,0.0,197515.0,0.0,0.0,0.0
Cash and short-term investments,42517000.0,482760.0,529088.0,43856.0,98898.0
Receivables,9837000.0,7462065.0,4729356.0,259619.0,43779.0
Inventories,37148000.0,7041775.0,4420632.0,196220.0,80306.0
Total current assets,95975000.0,16224143.0,10005922.0,525959.0,298972.0
Property Plant & Equipment Net,57281000.0,1894820.0,7286201.0,66336.0,992139.0
Goodwill and Intangible Assets,99344000.0,44786463.0,9433915.0,389014.0,0.0
Long-term investments,6935000.0,504355.0,0.0,0.0,0.0
Tax assets,8908000.0,0.0,0.0,0.0,0.0
Total non-current assets,190957000.0,51448036.0,16720116.0,642850.0,1006096.0
Total assets,286932000.0,67672179.0,26726038.0,1168809.0,1305068.0
Payables,8960000.0,4370491.0,6880569.0,282845.0,69667.0
Short-term debt,3369000.0,3427051.0,4562179.0,140000.0,7910.0
Total current liabilities,55066000.0,10313259.0,11442748.0,571097.0,755505.0
Long-term debt,1325000.0,0.0,10374675.0,78931.0,5013.0
Total debt,4694000.0,3427051.0,14936854.0,218931.0,12923.0
Deferred revenue,2701000.0,0.0,0.0,0.0,0.0
Tax Liabilities,1670000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,20232000.0,3820865.0,10374675.0,78931.0,5013.0
Total liabilities,132396000.0,14934124.0,21847384.0,673697.0,760518.0
Other comprehensive income,176471000,63203767,11821712,7143432,4782122
Retained earnings (deficit),-22636000.0,-10500883.0,-6964958.0,-3331878.0,-2125144.0
Total shareholders equity,154536000.0,52738055.0,4878654.0,495112.0,544550.0
Investments,6935000.0,701870.0,0.0,0.0,0.0
Net Debt,-37823000.0,3141806.0,14407766.0,175075.0,-85975.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,57098000.0,800000.0,29961.0,23669.0,0.0
