Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31
Cash and cash equivalents,3927718.0,4722955.0,5600768.0,5172000.0
Short-term investments,490420.0,578477.0,232182.0,
Cash and short-term investments,4418138.0,5301432.0,5832950.0,5172000.0
Receivables,1856573.0,2069108.0,740769.0,1095000.0
Inventories,0.0,0.0,8803.0,8000.0
Total current assets,6837869.0,7715377.0,6610821.0,6342000.0
Property Plant & Equipment Net,868802.0,696777.0,193376.0,257000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,
Long-term investments,372517.0,878168.0,346682.0,
Tax assets,403466.0,317382.0,139403.0,
Total non-current assets,1644785.0,1892327.0,679461.0,
Total assets,8482654.0,9607704.0,7290282.0,6712000.0
Payables,521424.0,396359.0,0.0,14000.0
Short-term debt,0.0,0.0,0.0,
Total current liabilities,1784951.0,1434391.0,1038238.0,798000.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,
Deferred revenue,620332.0,341436.0,518704.0,
Tax Liabilities,318685.0,479856.0,322330.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,0.0,0.0,0.0,
Total liabilities,1784951.0,1434391.0,1038238.0,746000.0
Other comprehensive income,-407169.0,116015.0,-544852.0,
Retained earnings (deficit),6421944.0,7373306.0,6381514.0,5873000.0
Total shareholders equity,6486350.0,7955717.0,6150247.0,5974000.0
Investments,862937.0,1456645.0,578864.0,
Net Debt,,,,
Other Assets,,,,
Other Liabilities,1263527.0,1038032.0,1038238.0,
