Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,47290000.0,25961000.0,9866000.0,19618.0,8643.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,47290000.0,25961000.0,9866000.0,19618.0,8643.0
Receivables,6294000.0,3991000.0,3462000.0,0.0,0.0
Inventories,6824000.0,8105000.0,9384000.0,465.0,858.0
Total current assets,62076000.0,39472000.0,24144000.0,20083.0,19501.0
Property Plant & Equipment Net,6097000.0,5469000.0,10219000.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,6544000.0,5617000.0,10372000.0,0.0,0.0
Total assets,68620000.0,45089000.0,34516000.0,20083.0,19501.0
Payables,4916000.0,5644000.0,4591000.0,5602.0,15237.0
Short-term debt,123000.0,0.0,0.0,20999.0,8222.0
Total current liabilities,13890000.0,13080000.0,11746000.0,138469.0,58776.0
Long-term debt,140000.0,36009000.0,58978000.0,0.0,0.0
Total debt,263000.0,36009000.0,58978000.0,20999.0,8222.0
Deferred revenue,0.0,1638000.0,1623000.0,0.0,0.0
Tax Liabilities,50000.0,53000.0,52000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,280000.0,36009000.0,59048000.0,0.0,0.0
Total liabilities,54331000.0,49147000.0,71016000.0,138469.0,58776.0
Other comprehensive income,534060000,469856000,387726000,0.0,0.0
Retained earnings (deficit),-519871000.0,-473921000.0,-424239000.0,-168086.0,-64275.0
Total shareholders equity,14289000.0,-4058000.0,-36500000.0,-118386.0,-39275.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-47027000.0,10048000.0,49112000.0,1381.0,-421.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,40161000.0,58000.0,222000.0,0.0,0.0
