Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,128835000.0,114607000.0,231465000.0,133776000.0,116426000.0,123646000.0
Short-term investments,0.0,0.0,0.0,248000.0,0.0,0.0
Cash and short-term investments,128835000.0,114607000.0,231465000.0,134024000.0,116426000.0,123646000.0
Receivables,0.0,0.0,0.0,0.0,53073000.0,52446000.0
Inventories,17765000.0,14910000.0,12572000.0,11956000.0,10329000.0,9960000.0
Total current assets,281630000.0,261965000.0,341562000.0,249841000.0,211846000.0,198118000.0
Property Plant & Equipment Net,3061762000.0,3012405000.0,2542111000.0,2438129000.0,2304360000.0,2339132000.0
Goodwill and Intangible Assets,304206000.0,312920000.0,323676000.0,344875000.0,345673000.0,364008000.0
Long-term investments,0.0,0.0,0.0,0.0,13991000.0,19840000.0
Tax assets,24424000.0,65000.0,256000.0,7698000.0,19504000.0,19426000.0
Total non-current assets,3832557000.0,3747561000.0,3278048000.0,3276314000.0,2720265000.0,2775706000.0
Total assets,4114187000.0,4009526000.0,3619610000.0,3526155000.0,2932111000.0,2973824000.0
Payables,33970000.0,25896000.0,21626000.0,30710000.0,24258000.0,26256000.0
Short-term debt,33989000.0,33894000.0,30094000.0,46063000.0,88937000.0,83892000.0
Total current liabilities,275996000.0,333682000.0,239161000.0,246777000.0,258920000.0,246884000.0
Long-term debt,2999302000.0,2821465000.0,2587728000.0,2376238000.0,2066260000.0,2061472000.0
Total debt,3033291000.0,2855359000.0,2617822000.0,2422301000.0,2155197000.0,2145364000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1004000.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,22185000.0,18624000.0,13914000.0,16283000.0,0.0,0.0
Total non-current liabilities,3143715000.0,2943522000.0,2731237000.0,2630745000.0,2099482000.0,2082823000.0
Total liabilities,3613470000.0,3489906000.0,3237785000.0,3176407000.0,2358402000.0,2329707000.0
Other comprehensive income,376230000,361971000,352940000,329003000,-5303000.0,-7099000.0
Retained earnings (deficit),124423000.0,155869000.0,25723000.0,17628000.0,0.0,
Total shareholders equity,500717000.0,519620000.0,381825000.0,349748000.0,552924000.0,617943000.0
Investments,0.0,0.0,0.0,248000.0,13991000.0,19840000.0
Net Debt,2904456000.0,2740752000.0,2386357000.0,2288525000.0,2038771000.0,2021718000.0
Other Assets,0.0,0.0,0.0,0.0,32018000.0,12066000.0
Other Liabilities,193759000.0,212702000.0,267387000.0,298885000.0,145725000.0,136736000.0
