Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,53353000.0,20622000.0,14282000.0,11340000.0,11751000.0,16417000.0
Short-term investments,225409000.0,123583000.0,106208000.0,95863000.0,105449000.0,
Cash and short-term investments,278762000.0,144205000.0,120490000.0,107203000.0,117200000.0,
Receivables,0.0,0.0,0.0,2419000.0,2543000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,278762000.0,144205000.0,120490000.0,109622000.0,119743000.0,
Property Plant & Equipment Net,23448000.0,16712000.0,14132000.0,10277000.0,10593000.0,4612000.0
Goodwill and Intangible Assets,39359000.0,8237000.0,4953000.0,4953000.0,5632000.0,2158000.0
Long-term investments,36736000.0,11685000.0,7699000.0,2316000.0,5933000.0,
Tax assets,4872000.0,0.0,0.0,0.0,-1119000.0,0.0
Total non-current assets,1002539000.0,790281000.0,725585000.0,721055000.0,726571000.0,
Total assets,1281301000.0,934486000.0,846075000.0,830677000.0,846314000.0,546486000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,30979000.0,39605000.0,27027000.0,32448000.0,46684000.0,
Total current liabilities,30979000.0,39605000.0,27027000.0,32448000.0,46684000.0,
Long-term debt,20000000.0,24500000.0,28000000.0,28000000.0,15136000.0,
Total debt,50979000.0,64105000.0,55027000.0,60448000.0,61820000.0,19384000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,1086658000.0,773344000.0,698218000.0,679299000.0,697494000.0,480335000.0
Total non-current liabilities,24473000.0,24622000.0,28135000.0,29105000.0,18595000.0,
Total liabilities,1143676000.0,841230000.0,756606000.0,743781000.0,764402000.0,501481000.0
Other comprehensive income,78855000,37499000,37117000,36778000,36763000,-763000.0
Retained earnings (deficit),57843000.0,55280000.0,51713000.0,47725000.0,42766000.0,40807000.0
Total shareholders equity,137625000.0,93256000.0,89469000.0,86896000.0,81912000.0,45005000.0
Investments,262145000.0,135268000.0,113907000.0,98179000.0,111382000.0,508580000.0
Net Debt,-2374000.0,43483000.0,40745000.0,49108000.0,50069000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,1088224000.0,777003000.0,701444000.0,682228000.0,699123000.0,
