Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31
Cash and cash equivalents,147831000.0,61902000.0,69305000.0,69305000.0
Short-term investments,318139000.0,217072000.0,47195000.0,47195000.0
Cash and short-term investments,465970000.0,278974000.0,116500000.0,116500000.0
Receivables,72808000.0,46872000.0,31340000.0,31340000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,566236000.0,343550000.0,158452000.0,158452000.0
Property Plant & Equipment Net,73664000.0,59557000.0,4877000.0,4877000.0
Goodwill and Intangible Assets,57772000.0,3327000.0,4211000.0,4211000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,1193000.0,326000.0,114000.0,114000.0
Total non-current assets,167240000.0,71646000.0,15980000.0,15980000.0
Total assets,733476000.0,415196000.0,174432000.0,174432000.0
Payables,2153000.0,2261000.0,2841000.0,2841000.0
Short-term debt,15343000.0,0.0,0.0,0.0
Total current liabilities,164637000.0,142617000.0,97790000.0,97790000.0
Long-term debt,216858000.0,925000.0,0.0,0.0
Total debt,232201000.0,925000.0,0.0,0.0
Deferred revenue,122333000.0,114500000.0,93739000.0,93739000.0
Tax Liabilities,4603000.0,4049000.0,108000.0,108000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,288930000.0,79086000.0,17899000.0,17899000.0
Total liabilities,468910000.0,221703000.0,115689000.0,115689000.0
Other comprehensive income,753311000,637399000,-364000.0,-364000.0
Retained earnings (deficit),-488607000.0,-443760000.0,-347401000.0,-347401000.0
Total shareholders equity,264566000.0,193493000.0,-286514000.0,-286514000.0
Investments,318139000.0,217072000.0,47195000.0,47195000.0
Net Debt,84370000.0,-60977000.0,-116500000.0,-116500000.0
Other Assets,0.0,0.0,10612000.0,10612000.0
Other Liabilities,15343000.0,0.0,94949000.0,94949000.0
