Date,2019-03-30,2018-03-31,2017-04-01,2016-04-02,2015-03-28,2014-03-29,2013-03-30,2012-03-31,2011-04-02
Cash and cash equivalents,172000000.0,163100000.0,227700000.0,702000000.0,978922000.0,955145000.0,472511000.0,106354000.0,21065000.0
Short-term investments,0.0,0.0,4700000.0,100000.0,25004000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,172000000.0,163100000.0,232400000.0,702100000.0,1003926000.0,955145000.0,472511000.0,106354000.0,21065000.0
Receivables,11000000.0,399100000.0,369700000.0,16100000.0,6500000.0,261900000.0,199677000.0,127226000.0,80081000.0
Inventories,953000000.0,660700000.0,549300000.0,546800000.0,519908000.0,426938000.0,266894000.0,187413000.0,117173000.0
Total current assets,1729000000.0,1262100000.0,1164700000.0,1669800000.0,2017431000.0,1777169000.0,989189000.0,464063000.0,245398000.0
Property Plant & Equipment Net,615000000.0,583200000.0,591500000.0,758200000.0,562934000.0,350678000.0,242113000.0,170755000.0,119323000.0
Goodwill and Intangible Assets,3952000000.0,2083400000.0,537800000.0,90600000.0,75546000.0,62039000.0,34985000.0,28151000.0,29801000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,112000000.0,56200000.0,73300000.0,24500000.0,2484000.0,3662000.0,4389000.0,15097000.0,9273000.0
Total non-current assets,4921000000.0,2796900000.0,1244900000.0,897000000.0,674462000.0,439804000.0,300376000.0,210362000.0,154097000.0
Total assets,6650000000.0,4059000000.0,2409600000.0,2566800000.0,2691893000.0,2216973000.0,1289565000.0,674425000.0,399495000.0
Payables,371000000.0,294100000.0,176300000.0,131400000.0,142818000.0,131953000.0,82977000.0,67326000.0,52873000.0
Short-term debt,630000000.0,200000000.0,133100000.0,0.0,0.0,11500000.0,2000000.0,22674000.0,12765000.0
Total current liabilities,1542000000.0,960300000.0,565800000.0,435500000.0,330081000.0,308370000.0,164248000.0,165006000.0,127725000.0
Long-term debt,1936000000.0,674400000.0,0.0,2300000.0,88320000.0,76785000.0,56986000.0,0.0,101650000.0
Total debt,2566000000.0,874400000.0,133100000.0,2300000.0,88320000.0,88285000.0,58986000.0,22674000.0,114415000.0
Deferred revenue,31000000.0,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,34000000.0,77600000.0,60300000.0,51600000.0,25507000.0,47385000.0,9074000.0,14499000.0,24196000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2672000000.0,1077200000.0,248800000.0,131800000.0,209167000.0,179257000.0,135057000.0,53182000.0,139744000.0
Total liabilities,4221000000.0,2041300000.0,817000000.0,571100000.0,450928000.0,410842000.0,242319000.0,218188000.0,267469000.0
Other comprehensive income,0.0,0.0,0.0,0.0,139008000,320474655,222999592,-735000.0,4033000.0
Retained earnings (deficit),4707000000.0,4152000000.0,3560300000.0,3007800000.0,2168761000.0,1287738000.0,626253000.0,228651000.0,81287000.0
Total shareholders equity,2429000000.0,2017700000.0,1592600000.0,1995700000.0,2240965000.0,1806131000.0,1047246000.0,456237000.0,125320000.0
Investments,0.0,0.0,4700000.0,100000.0,25004000.0,0.0,0.0,0.0,0.0
Net Debt,2394000000.0,711300000.0,-94600000.0,-699700000.0,-890602000.0,-866860000.0,-413525000.0,-83680000.0,93350000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43070000.0,27079000.0
Other Liabilities,7000000.0,3800000.0,2400000.0,3800000.0,0.0,0.0,0.0,75006000.0,62087000.0
