Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,5959000.0,17224000.0,201229000.0,184405000.0,67517000.0,109509000.0,27057000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5959000.0,17224000.0,201229000.0,184405000.0,67517000.0,109509000.0,27057000.0
Receivables,119332000.0,77609000.0,43638000.0,27476000.0,46378000.0,8678000.0,172000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,133930000.0,107062000.0,249630000.0,269384000.0,154279000.0,118781000.0,27229000.0
Property Plant & Equipment Net,1296358000.0,1114372000.0,947500000.0,993968000.0,1722827000.0,1018084000.0,106253000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1749000.0,409000.0,713000.0,540000.0,5246000.0,0.0,0.0
Total non-current assets,1299839000.0,1116465000.0,948229000.0,997028000.0,1730667000.0,1024742000.0,106293000.0
Total assets,1433769000.0,1223527000.0,1197859000.0,1266412000.0,1884946000.0,1143523000.0,133522000.0
Payables,116735000.0,76174000.0,44049000.0,34717000.0,137415000.0,29368000.0,3934000.0
Short-term debt,32500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,208284000.0,149594000.0,140625000.0,113842000.0,232784000.0,75753000.0,6805000.0
Long-term debt,32500000.0,495021000.0,492278000.0,527248000.0,414016000.0,389247000.0,0.0
Total debt,65000000.0,495021000.0,492278000.0,527248000.0,414016000.0,389247000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,34860000.0,495959000.0,506425000.0,541153000.0,499451000.0,399799000.0,13000.0
Total liabilities,746283000.0,651173000.0,651143000.0,645858000.0,732235000.0,475552000.0,6818000.0
Other comprehensive income,2061762000,1965862000,1958670000,1829082000,1391004000,1168000.0,0.0
Retained earnings (deficit),-1377319000.0,-1396145000.0,-1414561000.0,-1210755000.0,-239345000.0,-56169000.0,
Total shareholders equity,687486000.0,572354000.0,546716000.0,620554000.0,1152711000.0,667971000.0,126704000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,59041000.0,477797000.0,291049000.0,342843000.0,346499000.0,279738000.0,-27057000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,594000.0,0.0
Other Liabilities,503139000.0,5620000.0,4093000.0,0.0,0.0,46385000.0,2871000.0
