Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,17515000.0,2557000.0,60368000.0,350814000.0,126175000.0,18363000.0,21950000.0,0.0,14341000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,17515000.0,2557000.0,60368000.0,350814000.0,126175000.0,18363000.0,21950000.0,0.0,14341000.0
Receivables,254390000.0,28804000.0,20662000.0,17131000.0,16492000.0,8463000.0,3743000.0,54799000.0,37966000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,286814000.0,147327000.0,172059000.0,447550000.0,180972000.0,46575000.0,40631000.0,56460000.0,60782000.0
Property Plant & Equipment Net,5806628000.0,2804059000.0,2578834000.0,1969993000.0,1222961000.0,848888000.0,647286000.0,470892000.0,337218000.0
Goodwill and Intangible Assets,1699926000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,1510289000.0,460546000.0,184562000.0,201342000.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,9169307000.0,3401500000.0,2903781000.0,2186285000.0,1241018000.0,866438000.0,666973000.0,489982000.0,354219000.0
Total assets,9456121000.0,3548827000.0,3075840000.0,2633835000.0,1421990000.0,913013000.0,707604000.0,546442000.0,415001000.0
Payables,207877000.0,47040000.0,35830000.0,35868000.0,36973000.0,7328000.0,9452000.0,88683000.0,16313000.0
Short-term debt,44509000.0,31673000.0,0.0,5496000.0,33013000.0,662000.0,9537000.0,0.0,0.0
Total current liabilities,522459000.0,212244000.0,86992000.0,389228000.0,87379000.0,129078000.0,30326000.0,117428000.0,48897000.0
Long-term debt,625000000.0,180000000.0,985732000.0,493401000.0,492633000.0,133733000.0,203305000.0,135235000.0,135235000.0
Total debt,669509000.0,211673000.0,985732000.0,498897000.0,525646000.0,134395000.0,212842000.0,135235000.0,135235000.0
Deferred revenue,9251014000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129716000.0,112794000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,663724000.0,200273000.0,995294000.0,501235000.0,499744000.0,273480000.0,409370000.0,255381000.0,240581000.0
Total liabilities,4642822000.0,1399869000.0,1082286000.0,1066123000.0,730951000.0,268825000.0,236391000.0,372809000.0,289478000.0
Other comprehensive income,4813299000,2148958000,1993554000,1567712000,691039000,644188000,471213000,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Total shareholders equity,4813299000.0,2148958000.0,1993554000.0,1567712000.0,691039000.0,644188000.0,471213000.0,173633000.0,125523000.0
Investments,1510289000.0,460546000.0,184562000.0,201342000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,651994000.0,209116000.0,925364000.0,148083000.0,399471000.0,116032000.0,190892000.0,135235000.0,120894000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661000.0,8475000.0
Other Liabilities,3456639000.0,987352000.0,0.0,175660000.0,143828000.0,0.0,0.0,28745000.0,32584000.0
