Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2016-05-31,2015-05-31,2014-05-31,2013-05-31,2012-05-31,2011-05-31,2010-05-31,2009-05-31
Cash and cash equivalents,1678273000.0,1210878000.0,1335855000.0,1162779000.0,1044728000.0,650739000.0,581872000.0,680470000.0,781275000.0,1354285000.0,769946000.0,426935000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1678273000.0,1210878000.0,1335855000.0,1162779000.0,1044728000.0,650739000.0,581872000.0,680470000.0,781275000.0,1354285000.0,769946000.0,426935000.0
Receivables,895232000.0,348400000.0,301887000.0,275032000.0,281612000.0,202390000.0,214574000.0,189435000.0,182962000.0,166540000.0,132481000.0,123438000.0
Inventories,0.0,0.0,0.0,0.0,0.0,5228000.0,6636000.0,11057000.0,9864000.0,7640000.0,9740000.0,5914000.0
Total current assets,4366448000.0,3376208000.0,4303579000.0,3116006000.0,2851313000.0,3302295000.0,1643444000.0,1214492000.0,1248739000.0,1847975000.0,968264000.0,
Property Plant & Equipment Net,1382802000.0,653542000.0,588348000.0,526370000.0,493678000.0,374143000.0,369753000.0,348064000.0,305848000.0,256301000.0,183938000.0,176226000.0
Goodwill and Intangible Assets,36914395000.0,8829973000.0,7885699000.0,6892886000.0,7094113000.0,2051969000.0,1872458000.0,1445070000.0,1014875000.0,1121137000.0,774200000.0,883214000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,6292000.0,8128000.0,13146000.0,15789000.0,22719000.0,30578000.0,101928000.0,95178000.0,97235000.0,104140000.0,,
Total non-current assets,40113714000.0,9854566000.0,8694490000.0,7548344000.0,7658639000.0,2491253000.0,2375206000.0,1910564000.0,1439404000.0,1502556000.0,,
Total assets,44480162000.0,13230774000.0,12998069000.0,10664350000.0,10509952000.0,5793548000.0,4018650000.0,3125056000.0,2688143000.0,3350531000.0,2039326000.0,1676821000.0
Payables,1822166000.0,1176703000.0,1039607000.0,804887000.0,696414000.0,312647000.0,290106000.0,262890000.0,316313000.0,241578000.0,173575000.0,180043000.0
Short-term debt,35137000.0,115075000.0,100308000.0,177785000.0,135542000.0,62500000.0,17677000.0,72335000.0,215391000.0,85802000.0,227356000.0,39567000.0
Total current liabilities,3579346000.0,3268620000.0,3815590000.0,2851956000.0,2430707000.0,3015904000.0,1211618000.0,704114000.0,837285000.0,1444364000.0,672471000.0,336177000.0
Long-term debt,9090364000.0,5015168000.0,4559408000.0,4260827000.0,4379744000.0,1680000000.0,1376002000.0,891134000.0,236565000.0,268217000.0,272965000.0,167610000.0
Total debt,9125501000.0,5130243000.0,4659716000.0,4438612000.0,4515286000.0,1742500000.0,1393679000.0,963469000.0,451956000.0,354019000.0,,
Deferred revenue,193405000.0,146947000.0,101029000.0,69437000.0,42027000.0,0.0,0.0,0.0,0.0,0.0,,
Tax Liabilities,29671000.0,21197000.0,31218000.0,17916000.0,7803000.0,14228000.0,12390000.0,18870000.0,12283000.0,7674000.0,,
Deposit Liabilities,0.0,0.0,397085000.0,303353000.0,225067000.0,0.0,0.0,0.0,0.0,0.0,,
Total non-current liabilities,12881099000.0,5784411000.0,5217248000.0,5033052000.0,5201841000.0,1914091000.0,1674233000.0,1134335000.0,405515000.0,434492000.0,,
Total liabilities,16624415000.0,9239367000.0,9203542000.0,8033559000.0,7763476000.0,5035572000.0,3021423000.0,1978971000.0,1515959000.0,2165996000.0,1065137000.0,599201000.0
Other comprehensive income,25833307000,2235167000,2379774000,1816278000,1976715000,148742000,183023000,202396000,358728000,309678219,,
Retained earnings (deficit),2333011000.0,2066415000.0,1597897000.0,1137230000.0,1015811000.0,795226000.0,815980000.0,958751000.0,843456000.0,715202000.0,544772000.0,273090000.0
Total shareholders equity,27855747000.0,3991407000.0,3794527000.0,2630791000.0,2746476000.0,757976000.0,997227000.0,1146085000.0,1172184000.0,1184535000.0,861264000.0,667430000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,7447228000.0,3919365000.0,3323861000.0,3275833000.0,3470558000.0,1091761000.0,811807000.0,282999000.0,-329319000.0,-1000266000.0,-269625000.0,-219758000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56097000.0,38901000.0
Other Liabilities,163970000.0,186336000.0,170704000.0,148551000.0,130928000.0,105577000.0,135572000.0,140522000.0,273159000.0,287140000.0,271540000.0,116567000.0
