Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,9069000.0,8782000.0,2939000.0,0.0,499000.0,393000.0,576000.0,0.0,63000.0
Short-term investments,4768000.0,86206000.0,0.0,365000.0,688000.0,473000.0,969000.0,0.0,0.0
Cash and short-term investments,13837000.0,8782000.0,2939000.0,365000.0,1187000.0,866000.0,1545000.0,0.0,63000.0
Receivables,76632000.0,32278000.0,9523000.0,3181000.0,4924000.0,6822000.0,1958000.0,0.0,22850000.0
Inventories,0.0,2966000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,143991000.0,153652000.0,48731000.0,29199000.0,49370000.0,38458000.0,28241000.0,0.0,148793000.0
Property Plant & Equipment Net,997708000.0,1095585000.0,755457000.0,648013000.0,582182000.0,312510000.0,223819000.0,0.0,146808000.0
Goodwill and Intangible Assets,185715000.0,302876000.0,124160000.0,117227000.0,248542000.0,20129000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,10401000.0,0.0,0.0,0.0,97000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,3086000.0,0.0,0.0,0.0,0.0
Total non-current assets,1543705000.0,1769814000.0,1514764000.0,862097000.0,867274000.0,343617000.0,228455000.0,0.0,58448000.0
Total assets,1687696000.0,1923466000.0,1563495000.0,891296000.0,916644000.0,382075000.0,256696000.0,0.0,173229000.0
Payables,36619000.0,41102000.0,3555000.0,4667000.0,20326000.0,3261000.0,5527000.0,0.0,980000.0
Short-term debt,522966000.0,7551000.0,4458000.0,2338000.0,2908000.0,2048000.0,0.0,0.0,6615000.0
Total current liabilities,649892000.0,137493000.0,77482000.0,39321000.0,63575000.0,38290000.0,32180000.0,0.0,28977000.0
Long-term debt,500739000.0,1201456000.0,1058538000.0,525100000.0,372950000.0,130735000.0,128285000.0,0.0,50370000.0
Total debt,1023705000.0,1209007000.0,1062996000.0,527438000.0,375858000.0,132783000.0,128285000.0,0.0,56985000.0
Deferred revenue,409000.0,0.0,0.0,0.0,0.0,0.0,288000.0,0.0,0.0
Tax Liabilities,27522000.0,5263000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,1109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,535856000.0,1211659000.0,1067884000.0,531927000.0,381275000.0,135675000.0,136913000.0,0.0,58448000.0
Total liabilities,1576394000.0,1746287000.0,1533616000.0,774039000.0,592177000.0,303608000.0,176531000.0,0.0,87425000.0
Other comprehensive income,111238000,177123000,29959000,117177000,324463000,70844923,79463000,0.0,56000.0
Retained earnings (deficit),32000.0,28000.0,-40000.0,40000.0,2000.0,104000.0,351000.0,0.0,
Total shareholders equity,111302000.0,177179000.0,29879000.0,117257000.0,324467000.0,78467000.0,80165000.0,0.0,85804000.0
Investments,4768000.0,86206000.0,10401000.0,365000.0,688000.0,473000.0,1066000.0,0.0,0.0
Net Debt,1014636000.0,1200225000.0,1060057000.0,527438000.0,375359000.0,132390000.0,127709000.0,0.0,56922000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523000.0
Other Liabilities,390646000.0,397135000.0,388250000.0,202791000.0,147327000.0,129643000.0,7438000.0,0.0,21382000.0
