Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,5810000.0,3435000.0,3283000.0,10268000.0,6213000.0,95454000.0,24262000.0,6465000.0
Short-term investments,48657000.0,68320000.0,84875000.0,90410000.0,110086000.0,31452000.0,30868000.0,52324000.0
Cash and short-term investments,54467000.0,71755000.0,88158000.0,100678000.0,116299000.0,126906000.0,55130000.0,58789000.0
Receivables,1021000.0,1036000.0,1332000.0,3698000.0,2072000.0,2646000.0,2192000.0,1781000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,55488000.0,72791000.0,89490000.0,104376000.0,118371000.0,129552000.0,57322000.0,60570000.0
Property Plant & Equipment Net,3187000.0,4792000.0,6483000.0,8197000.0,8812000.0,7215000.0,7401000.0,7138000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,45000.0,89000.0,134000.0
Long-term investments,19000.0,19000.0,13000.0,22000.0,403000.0,499000.0,43000.0,48000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,3206000.0,4811000.0,6496000.0,8219000.0,9215000.0,7759000.0,7533000.0,7320000.0
Total assets,58694000.0,77602000.0,95986000.0,112595000.0,127586000.0,137311000.0,64855000.0,67890000.0
Payables,4031000.0,4044000.0,4133000.0,4820000.0,5838000.0,6377000.0,4555000.0,4138000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,5431000.0,4664000.0,5225000.0,5639000.0,7919000.0,8574000.0,9499000.0,9080000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,440000.0,605000.0,1105000.0,858000.0,1964000.0,2535000.0,8379000.0,11710000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2957000.0,3560000.0,3472000.0,3204000.0,3585000.0,3990000.0,7097000.0,10721000.0
Total liabilities,8388000.0,8224000.0,8697000.0,8843000.0,11504000.0,12564000.0,16596000.0,19801000.0
Other comprehensive income,0.0,0.0,0.0,0.0,-222000.0,0.0,0.0,0.0
Retained earnings (deficit),-137790000.0,-117032000.0,-96194000.0,-76602000.0,-59389000.0,-44859000.0,-35981000.0,-33459000.0
Total shareholders equity,50053000.0,69378000.0,87289000.0,103752000.0,116082000.0,124747000.0,48259000.0,48089000.0
Investments,48676000.0,68339000.0,84888000.0,90432000.0,110489000.0,31951000.0,30911000.0,52372000.0
Net Debt,-28402000.0,,,,,,,
Other Assets,0.0,,,,,,,
Other Liabilities,1400000.0,620000.0,1092000.0,819000.0,2081000.0,2197000.0,4944000.0,4942000.0
