Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,400223.0,823272.0,2729795.0,438907.0,1078.0,1078.0,20.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,400223.0,823272.0,2729795.0,438907.0,1078.0,1078.0,20.0
Receivables,861031.0,2540657.0,1707818.0,588479.0,47725.0,34350.0,21906.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,10316804.0,6104569.0,4917587.0,1291237.0,48803.0,35428.0,21926.0
Property Plant & Equipment Net,333499.0,16797015.0,14433740.0,7654765.0,0.0,0.0,0.0
Goodwill and Intangible Assets,5279207.0,7234420.0,7479642.0,0.0,19125.0,25125.0,31125.0
Long-term investments,0.0,0.0,364185.0,0.0,0.0,0.0,0.0
Tax assets,14337.0,-193482.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,11973469.0,22626171.0,32331919.0,12765680.0,19125.0,25125.0,31125.0
Total assets,103556158.0,49201572.0,51683246.0,21711682.0,67928.0,60553.0,53051.0
Payables,1777355.0,3327618.0,1988050.0,449840.0,17495.0,19453.0,15760.0
Short-term debt,8502387.0,1385380.0,417119.0,1357143.0,0.0,64623.0,0.0
Total current liabilities,97667971.0,14866621.0,10788838.0,7037058.0,119084.0,101426.0,67785.0
Long-term debt,1977707.0,41810733.0,40587493.0,8826190.0,0.0,0.0,0.0
Total debt,10480094.0,43196113.0,41004612.0,10183333.0,0.0,64623.0,0.0
Deferred revenue,0.0,3431869.0,2912264.0,1929882.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,21310686.0,42009514.0,40787745.0,8826190.0,0.0,0.0,0.0
Total liabilities,120232133.0,59521086.0,51576583.0,15904206.0,119084.0,101426.0,67785.0
Other comprehensive income,68019462,35128959,27400313,14140367,13585672,12474870,13585672
Retained earnings (deficit),-85061593.0,-45491285.0,-27819616.0,-8587726.0,-13665310.0,-13655027.0,-13628888.0
Total shareholders equity,-16675975.0,-10319514.0,106663.0,5807476.0,-51156.0,-40873.0,-14734.0
Investments,0.0,0.0,364185.0,0.0,0.0,0.0,0.0
Net Debt,10079871.0,42372841.0,38274817.0,9744426.0,-1078.0,63545.0,-20.0
Other Assets,81265885.0,20470832.0,14433740.0,7654765.0,0.0,0.0,0.0
Other Liabilities,1253476.0,2644951.0,0.0,40958.0,0.0,0.0,0.0
