Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,76873000.0,157951000.0,76307000.0,51787000.0,237660000.0,56567000.0,144847000.0,0.0,0.0,112189000.0,101341000.0
Short-term investments,153116000.0,165580000.0,165579000.0,366173000.0,326117000.0,519820000.0,534358000.0,0.0,0.0,,
Cash and short-term investments,229989000.0,323531000.0,241886000.0,417960000.0,563777000.0,576387000.0,679205000.0,0.0,0.0,,
Receivables,5481000.0,5778000.0,5553000.0,6007000.0,6315000.0,7521000.0,7842000.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,235470000.0,329309000.0,247439000.0,423967000.0,570092000.0,583908000.0,687047000.0,0.0,0.0,,
Property Plant & Equipment Net,45785000.0,48126000.0,50085000.0,52756000.0,55844000.0,61116000.0,64868000.0,0.0,0.0,56244000.0,56946000.0
Goodwill and Intangible Assets,97770000.0,101930000.0,102986000.0,105729000.0,107143000.0,108321000.0,108388000.0,0.0,0.0,90639000.0,91061000.0
Long-term investments,995000.0,945000.0,945000.0,906000.0,1337000.0,11152000.0,27933000.0,0.0,0.0,,
Tax assets,14216000.0,20686000.0,31342000.0,34337000.0,44913000.0,54087000.0,26896000.0,0.0,0.0,0.0,0.0
Total non-current assets,2008904000.0,2059151000.0,2138959000.0,2038309000.0,2037844000.0,2018606000.0,2041820000.0,0.0,0.0,,
Total assets,2244374000.0,2388460000.0,2386398000.0,2462276000.0,2607936000.0,2602514000.0,2728867000.0,0.0,0.0,2244238000.0,2273283000.0
Payables,0.0,0.0,2205000.0,-231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,2205000.0,-231000.0,2000000.0,15464000.0,15464000.0,0.0,0.0,,
Total current liabilities,0.0,0.0,4410000.0,-462000.0,2000000.0,15464000.0,15464000.0,0.0,0.0,,
Long-term debt,0.0,75000000.0,90000000.0,115000000.0,140000000.0,150000000.0,0.0,0.0,0.0,,
Total debt,0.0,75000000.0,92205000.0,114769000.0,142000000.0,165464000.0,15464000.0,0.0,0.0,332087000.0,352558000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21318000.0,22498000.0
Deposit Liabilities,1855750000.0,1929891000.0,1841338000.0,1873259000.0,2000759000.0,1950742000.0,2030175000.0,0.0,0.0,1620955000.0,1645960000.0
Total non-current liabilities,4650000.0,86118000.0,105599000.0,133142000.0,157450000.0,167378000.0,3102000.0,0.0,0.0,,
Total liabilities,1911517000.0,2037746000.0,2047341000.0,2119259000.0,2256562000.0,2273908000.0,2372544000.0,0.0,0.0,1974360000.0,2021016000.0
Other comprehensive income,122486000,149629000,149309000,171235000,195273000,197027000,224792000,0.0,0.0,-12190000.0,-13652000.0
Retained earnings (deficit),195793000.0,180543000.0,170377000.0,155647000.0,141206000.0,125826000.0,113013000.0,0.0,0.0,81486000.0,66760000.0
Total shareholders equity,332857000.0,350714000.0,339057000.0,343017000.0,351374000.0,328606000.0,356323000.0,0.0,0.0,269878000.0,252267000.0
Investments,154111000.0,166525000.0,166524000.0,367079000.0,327454000.0,530972000.0,562291000.0,0.0,0.0,1849119000.0,1874741000.0
Net Debt,-76873000.0,-82951000.0,15898000.0,62982000.0,-95660000.0,108897000.0,-129383000.0,0.0,0.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,1906867000.0,1951628000.0,1937332000.0,1986579000.0,2097112000.0,2091066000.0,2353978000.0,0.0,0.0,,
