Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,86003000.0,110667000.0,63010000.0,69400000.0,52987000.0,120557000.0,46428000.0,0.0
Short-term investments,696927000.0,525299000.0,1016600000.0,184703000.0,171128000.0,17763000.0,0.0,0.0
Cash and short-term investments,782930000.0,635966000.0,1079610000.0,254103000.0,224115000.0,138320000.0,46428000.0,0.0
Receivables,13057000.0,0.0,5022000.0,21696000.0,21916000.0,1490000.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,795987000.0,635966000.0,1084632000.0,275799000.0,246031000.0,139810000.0,46428000.0,0.0
Property Plant & Equipment Net,6122000.0,4304000.0,5936000.0,7024000.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,143683000.0,155579000.0,178245000.0,186107000.0,215241000.0,158989000.0,6316000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,42957000.0,41410000.0,60947000.0,38864000.0,0.0,3310000.0,0.0,0.0
Total non-current assets,1068931000.0,1353776000.0,1805418000.0,2225429000.0,7949295000.0,6740638000.0,139369000.0,0.0
Total assets,1864918000.0,1989742000.0,2890050000.0,2501228000.0,8195326000.0,6880448000.0,185797000.0,0.0
Payables,117597000.0,90554000.0,70588000.0,65840000.0,0.0,0.0,1833000.0,0.0
Short-term debt,0.0,0.0,105500000.0,54900000.0,97935000.0,5371000.0,86000.0,0.0
Total current liabilities,718733000.0,594000000.0,591048000.0,510439000.0,396070000.0,7182000.0,2119000.0,0.0
Long-term debt,354083000.0,346081000.0,793009000.0,672070000.0,362218000.0,228038000.0,95232000.0,0.0
Total debt,354083000.0,346081000.0,898509000.0,726970000.0,460153000.0,233409000.0,95318000.0,0.0
Deferred revenue,599444000.0,503446000.0,414960000.0,389699000.0,299826000.0,0.0,0.0,0.0
Tax Liabilities,1692000.0,0.0,0.0,0.0,-1691000.0,1811000.0,200000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,379516000.0,368825000.0,825305000.0,694769000.0,407856000.0,231348000.0,95232000.0,0.0
Total liabilities,1477817000.0,1689665000.0,2596619000.0,2188388000.0,7910864000.0,6760537000.0,97760000.0,0.0
Other comprehensive income,331892000,260997000,254867000,297071000,271100000,100914000,84147000,0.0
Retained earnings (deficit),57231000.0,38079000.0,37974000.0,15845000.0,13379000.0,18933000.0,3879000.0,0.0
Total shareholders equity,387101000.0,300077000.0,293431000.0,312840000.0,284462000.0,119911000.0,88037000.0,0.0
Investments,696927000.0,525299000.0,1016600000.0,184703000.0,171128000.0,17763000.0,0.0,0.0
Net Debt,268080000.0,235414000.0,835499000.0,657570000.0,407166000.0,112852000.0,48890000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,379568000.0,726840000.0,1180266000.0,983180000.0,7106938000.0,6522007000.0,409000.0,0.0
