Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,85522685.0,75721663.0,70569993.0,41957855.0,38235019.0,41950790.0,61568446.0,53136710.0,143736417.0,71805792.0
Short-term investments,261056448.0,652382112.0,574022195.0,577109141.0,651539204.0,697210353.0,602239371.0,565229291.0,,
Cash and short-term investments,346579133.0,728103775.0,644592188.0,619066996.0,689774223.0,739161143.0,663807817.0,618366001.0,,
Receivables,0.0,0.0,0.0,4209228.0,397271388.0,352291575.0,988223491.0,6510021.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,346579133.0,728103775.0,644592188.0,623276224.0,1087045611.0,1091452718.0,1652031308.0,624876022.0,,
Property Plant & Equipment Net,75582118.0,62838255.0,60643508.0,37350352.0,36021128.0,36755364.0,31262390.0,31740751.0,31118744.0,31454893.0
Goodwill and Intangible Assets,95282084.0,37413045.0,20492126.0,4694097.0,4893609.0,5093121.0,3222688.0,3222688.0,3222688.0,3222688.0
Long-term investments,133198095.0,652382112.0,574022195.0,577109141.0,651539204.0,697210353.0,602239371.0,565229291.0,,
Tax assets,0.0,4275360.0,0.0,0.0,-1480001.0,4636564.0,-8141278.0,0.0,0.0,0.0
Total non-current assets,4603131062.0,3254560998.0,2657351560.0,1969922051.0,1437912489.0,1303500206.0,441699184.0,1341734032.0,,
Total assets,4949710195.0,3982664773.0,3301943748.0,2593198275.0,2524958100.0,2394952924.0,2093730492.0,1966610054.0,1836635216.0,1779646107.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,37670043.0,37486487.0,33480202.0,38499052.0,40423735.0,40289830.0,36085000.0,36085000.0,,
Total current liabilities,38918682.0,38779755.0,34827169.0,39725011.0,41426026.0,41347849.0,37079078.0,36085000.0,,
Long-term debt,23250000.0,31000000.0,30000000.0,151000000.0,17625000.0,231350000.0,202350000.0,0.0,,
Total debt,60920043.0,68486487.0,63480202.0,189499052.0,58048735.0,271639830.0,238435000.0,36085000.0,566060284.0,542894412.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1248639.0,1293268.0,1346967.0,1225959.0,1002291.0,1058019.0,994078.0,0.0,0.0,0.0
Deposit Liabilities,3977030574.0,3266655056.0,2669261273.0,1880666184.0,1679668013.0,1646991243.0,1374114100.0,1205457788.0,1114815857.0,1089322726.0
Total non-current liabilities,24214236.0,51208635.0,59050700.0,179849149.0,45981614.0,258033620.0,227792617.0,0.0,,
Total liabilities,4476571792.0,3629377644.0,3015902949.0,2367312525.0,2380879591.0,2247376144.0,1953296671.0,1822177352.0,1704064508.0,1654051231.0
Other comprehensive income,269484323,188272523,155844486,122483430,59663091,88577885,77361148,90212651,704165.0,135608.0
Retained earnings (deficit),192203333.0,151962661.0,118616901.0,92965645.0,77876824.0,64637173.0,53326542.0,44585902.0,40550900.0,38458477.0
Total shareholders equity,473138403.0,353287129.0,286040799.0,225885750.0,144078509.0,147576780.0,140433821.0,144432702.0,130922489.0,123895246.0
Investments,394254543.0,1304764224.0,1148044390.0,1154218282.0,1303078408.0,1394420706.0,1204478742.0,1130458582.0,1593689414.0,1607545391.0
Net Debt,-24602642.0,-7235176.0,-7089791.0,147541197.0,19813716.0,229689040.0,176866554.0,-17051710.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,4413438874.0,3539389254.0,2922025080.0,2147738365.0,2293471951.0,1947994675.0,1688424976.0,1786092352.0,,
