Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,3048000.0,2599000.0,5247000.0,4429000.0,6854000.0,10662000.0,5313000.0,8130000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,3048000.0,2599000.0,5247000.0,4429000.0,6854000.0,10662000.0,5313000.0,8130000.0,0.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,3048000.0,2599000.0,5247000.0,4429000.0,6854000.0,10662000.0,5313000.0,8130000.0,0.0
Property Plant & Equipment Net,172976000.0,190304000.0,6408000.0,5356000.0,6157000.0,7474000.0,7346000.0,0.0,0.0
Goodwill and Intangible Assets,44539000.0,47589000.0,46960000.0,51104000.0,45905000.0,48303000.0,52219000.0,60644000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,2097951000.0,1851068000.0,1527412000.0,1446874000.0,1155689000.0,1064763000.0,1011181000.0,837202000.0,0.0
Total assets,2100999000.0,1853667000.0,1532659000.0,1451303000.0,1162543000.0,1075425000.0,1016494000.0,845332000.0,0.0
Payables,123304000.0,89315000.0,77170000.0,72519000.0,75783000.0,42463000.0,67782000.0,50624000.0,0.0
Short-term debt,0.0,0.0,169500000.0,194000000.0,0.0,218500000.0,174250000.0,0.0,0.0
Total current liabilities,123304000.0,89315000.0,246670000.0,266519000.0,75783000.0,260963000.0,242032000.0,50624000.0,0.0
Long-term debt,1478402000.0,1130823000.0,939570000.0,690450000.0,391007000.0,318500000.0,58250000.0,59750000.0,0.0
Total debt,1478402000.0,1130823000.0,1109070000.0,884450000.0,391007000.0,537000000.0,232500000.0,59750000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1478402000.0,1130823000.0,939570000.0,690450000.0,391007000.0,318500000.0,58250000.0,59750000.0,0.0
Total liabilities,1942837000.0,1611112000.0,1251639000.0,1015577000.0,746426000.0,752838000.0,684084000.0,507103000.0,0.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374009000,0.0
Retained earnings (deficit),213888000.0,334633000.0,418644000.0,597086000.0,626305000.0,658341000.0,688307000.0,-35987000.0,0.0
Total shareholders equity,158162000.0,242555000.0,281020000.0,435726000.0,416117000.0,322587000.0,332410000.0,338229000.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,1475354000.0,1128224000.0,1103823000.0,880021000.0,384153000.0,526338000.0,227187000.0,51620000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,341131000.0,390974000.0,65399000.0,58608000.0,279636000.0,173375000.0,383802000.0,396729000.0,0.0
