Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,1614641.0,5636415.0,3299679.0,418991.0,2201287.0,303626.0,135820.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1614641.0,5636415.0,3299679.0,418991.0,2201287.0,303626.0,135820.0
Receivables,247023.0,1806785.0,1218705.0,0.0,0.0,0.0,0.0
Inventories,870513.0,3059517.0,5341500.0,1767942.0,359544.0,6533.0,0.0
Total current assets,3397728.0,12000178.0,11247882.0,4761291.0,3507474.0,313472.0,135820.0
Property Plant & Equipment Net,145356.0,316640.0,379728.0,373214.0,156223.0,7734.0,1883.0
Goodwill and Intangible Assets,22241754.0,35925927.0,23765387.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,1120769.0,1151376.0,-190286.0,6598.0,2613.0,10421.0,0.0
Total non-current assets,34657836.0,36242567.0,24145115.0,373214.0,156223.0,7734.0,1883.0
Total assets,38055564.0,48242745.0,35392997.0,5134505.0,3663697.0,321206.0,137703.0
Payables,1259129.0,1466379.0,2070658.0,1333137.0,535209.0,244094.0,0.0
Short-term debt,1265151.0,266201.0,773969.0,1849508.0,0.0,123245.0,75000.0
Total current liabilities,5144260.0,10680412.0,13321405.0,4253172.0,928353.0,2152599.0,144279.0
Long-term debt,372680.0,585641.0,0.0,0.0,0.0,0.0,0.0
Total debt,1637831.0,851842.0,773969.0,1849508.0,0.0,123245.0,75000.0
Deferred revenue,0.0,0.0,123563.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,2826105.0,6068894.0,8729.0,138599.0,0.0,0.0
Total non-current liabilities,738077.0,921042.0,190286.0,6598.0,-2613.0,0.0,0.0
Total liabilities,38053041.0,29112578.0,32574266.0,4253172.0,928353.0,2152599.0,144279.0
Other comprehensive income,50014636,62052483,37477794,22783765,11562887,0.0,0.0
Retained earnings (deficit),-50014636.0,-42924674.0,-34659801.0,-21906873.0,-8830019.0,-1753410.0,-208876.0
Total shareholders equity,2523.0,19130167.0,2818731.0,881333.0,2735344.0,-1831393.0,-6576.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,23190.0,-4784573.0,-2525710.0,1430517.0,-2201287.0,-180381.0,-60820.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,32170704.0,17511124.0,19062575.0,-6598.0,2613.0,0.0,69279.0
