Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,8643000.0,9000000.0,44525000.0,45000000.0,38678000.0,39000000.0,28274000.0,28000000.0,98375000.0,98000000.0,31111000.0,281469000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,8643000.0,,44525000.0,,38678000.0,,28274000.0,,98375000.0,,31111000.0,281469000.0
Receivables,181671000.0,182000000.0,152032000.0,152000000.0,122875000.0,124000000.0,184187000.0,192000000.0,153662000.0,156000000.0,172724000.0,128643000.0
Inventories,60275000.0,60000000.0,61051000.0,61000000.0,121081000.0,121000000.0,83155000.0,83000000.0,44214000.0,44000000.0,46660000.0,33837000.0
Total current assets,283462000.0,1938000000.0,281259000.0,1916000000.0,320078000.0,2048000000.0,344526000.0,1944000000.0,326634000.0,1800000000.0,284122000.0,467056000.0
Property Plant & Equipment Net,1476656000.0,1477000000.0,1585843000.0,1586000000.0,1800275000.0,1800000000.0,1665206000.0,1665000000.0,1614379000.0,1614000000.0,1529570000.0,1181320000.0
Goodwill and Intangible Assets,136399000.0,136000000,136399000.0,136000000,136399000.0,136000000,0.0,0,0.0,0,0.0,0.0
Long-term investments,106398000.0,254000000.0,0.0,139000000.0,0.0,65000000.0,0.0,225000000.0,0.0,130000000.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,1937789000.0,1339000000.0,1916428000.0,1289000000.0,2048282000.0,1392000000.0,1944229000.0,1303000000.0,1800045000.0,1418000000.0,1674718000.0,1267421000.0
Total assets,2221251000.0,2221000000.0,2197687000.0,2198000000.0,2368360000.0,2368000000.0,2288755000.0,2289000000.0,2126679000.0,2127000000.0,1958840000.0,1734477000.0
Payables,97371000.0,97000000.0,64460000.0,64000000.0,84058000.0,84000000.0,86277000.0,86000000.0,79772000.0,80000000.0,100678000.0,97369000.0
Short-term debt,72400000.0,72000000.0,149874000.0,150000000.0,239350000.0,239000000.0,230000000.0,230000000.0,36750000.0,37000000.0,18000000.0,18000000.0
Total current liabilities,290127000.0,290000000.0,327291000.0,327000000.0,423876000.0,424000000.0,421364000.0,421000000.0,212977000.0,213000000.0,208866000.0,195344000.0
Long-term debt,415937000.0,416000000.0,399446000.0,399000000.0,580000000.0,580000000.0,591250000.0,591000000.0,831250000.0,831000000.0,773000000.0,686000000.0
Total debt,488337000.0,416000000.0,549320000.0,399000000.0,819350000.0,580000000.0,821250000.0,591000000.0,868000000.0,831000000.0,791000000.0,704000000.0
Deferred revenue,0.0,,126000.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,20366000.0,,18288000.0,,15621000.0,,19461000.0,,19086000.0,,20033000.0,15897000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,778251000.0,1339000000.0,772747000.0,1289000000.0,950352000.0,1392000000.0,849117000.0,1303000000.0,1058109000.0,1418000000.0,1042199000.0,912940000.0
Total liabilities,1629240000.0,1629000000.0,1616160000.0,1616000000.0,1815976000.0,1816000000.0,1723977000.0,1724000000.0,1630807000.0,1631000000.0,1528160000.0,1337872000.0
Other comprehensive income,661651000,,614627000,,582134000,,595690000,,504268000,,467272000,431725000
Retained earnings (deficit),-34820000.0,,-16550000.0,,-14875000.0,,-15456000.0,,-4198000.0,,-18296000.0,-17560000.0
Total shareholders equity,592011000.0,592000000.0,581527000.0,582000000.0,552384000.0,552000000.0,564778000.0,565000000.0,495872000.0,496000000.0,430680000.0,396605000.0
Investments,106398000.0,254000000.0,0.0,139000000.0,0.0,65000000.0,0.0,225000000.0,0.0,130000000.0,0.0,0.0
Net Debt,479694000.0,479000000,504795000.0,504000000,780672000.0,780000000,792976000.0,793000000,769625000.0,770000000,759889000.0,422531000.0
Other Assets,0.0,70000000,0.0,55000000,0.0,47000000,0.0,54000000,0.0,55000000,0.0,0.0
Other Liabilities,560862000.0,228000000,516122000.0,313000000,441748000.0,224000000,453496000.0,200000000,359721000.0,182000000,277095000.0,229588000.0
